ModelName,GameNumber,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - bo_13,209,4316,10,1,0,0.5,0
Paddle - bo_13,210,4316,10,1,0,1.66,0
Paddle - bo_13,211,4316,10,1,0,1.42,0
Paddle - bo_13,212,4316,130,13,5,23.47,0
Paddle - bo_13,213,4316,10,1,0,1.99,0
Paddle - bo_13,214,4316,80,8,1,7.8,0
Paddle - bo_13,215,4316,20,2,1,4.03,0
Paddle - bo_13,216,4316,190,19,3,18.26,0
Paddle - bo_13,217,4316,80,8,1,5.34,0
Paddle - bo_13,218,4316,30,3,3,16.83,0
Paddle - bo_13,219,4316,10,1,0,2.55,0
Paddle - bo_13,220,4316,140,14,2,14.11,0
Paddle - bo_13,221,4316,10,1,0,0.42,0
Paddle - bo_13,222,4316,80,8,0,2.98,0
Paddle - bo_13,223,4316,10,1,2,3.91,0
Paddle - bo_13,224,4316,50,5,3,6.52,0
Paddle - bo_13,225,4316,70,7,0,4.23,0
Paddle - bo_13,226,4316,50,5,3,10.29,0
Paddle - bo_13,227,4316,10,1,0,0.24,0
Paddle - bo_13,228,4316,10,1,0,3.41,0
Paddle - bo_13,229,4316,10,1,0,1.32,0
Paddle - bo_13,230,4316,20,2,0,1.96,0
Paddle - bo_13,231,4316,60,6,0,6.62,0
Paddle - bo_13,232,4316,180,18,1,22.5,0
Paddle - bo_13,233,4316,110,11,0,9.82,0
Paddle - bo_13,234,4316,100,10,0,6.3,0
Paddle - bo_13,235,4316,140,14,2,24.22,0
Paddle - bo_13,236,4316,0,0,0,2.98,0
Paddle - bo_13,237,4316,120,12,0,7.42,0
Paddle - bo_13,238,4316,100,10,0,5.94,0
Paddle - bo_13,239,4316,100,10,0,5.39,0
Paddle - bo_13,240,4316,10,1,0,4.23,0
Paddle - bo_13,241,4316,170,17,2,17.92,0
Paddle - bo_13,242,4316,10,1,1,3.09,0
Paddle - bo_13,243,4316,100,10,16,32.39,0
Paddle - bo_13,244,4316,180,18,0,9.95,0
Paddle - bo_13,245,4316,120,12,1,8.7,0
Paddle - bo_13,246,4316,100,10,3,8.37,0
Paddle - bo_13,247,4316,40,4,3,4.68,0
Paddle - bo_13,248,4316,60,6,2,5.23,0
Paddle - bo_13,249,4316,20,2,1,3.59,0
Paddle - bo_13,250,4316,10,1,1,2.69,0
Paddle - bo_13,251,4316,10,1,0,0.92,0
Paddle - bo_13,252,4316,30,3,1,3.5,0
Paddle - bo_13,253,4316,20,2,1,4.21,0
Paddle - bo_13,254,4316,10,1,0,2.27,0
Paddle - bo_13,255,4316,20,2,1,4.75,0
Paddle - bo_13,256,4316,110,11,3,13.56,0
Paddle - bo_13,257,4316,200,20,9,24.64,0
Paddle - bo_13,258,4316,200,20,3,26.98,0
Paddle - bo_13,259,4316,40,4,1,5.24,0
Paddle - bo_13,260,4316,0,0,0,1.74,0
Paddle - bo_13,261,4316,60,6,1,5.6,0
Paddle - bo_13,262,4316,140,14,4,16.38,0
Paddle - bo_13,263,4316,90,9,2,8.47,0
Paddle - bo_13,264,4316,120,12,1,14.61,0
Paddle - bo_13,265,4316,70,7,3,11.06,0
Paddle - bo_13,266,4316,110,11,2,13.29,0
Paddle - bo_13,267,4316,130,13,1,14.69,0
Paddle - bo_13,268,4316,10,1,0,1.38,0
Paddle - bo_13,269,4316,110,11,2,14.93,0
Paddle - bo_13,270,4316,40,4,0,3.45,0
Paddle - bo_13,271,4316,10,1,0,0.82,0
Paddle - bo_13,272,4316,160,16,1,21.64,0
Paddle - bo_13,273,4316,140,14,2,6.98,0
Paddle - bo_13,274,4316,90,9,0,5.11,0
Paddle - bo_13,275,4316,30,3,2,6.61,0
Paddle - bo_13,276,4316,10,1,0,1.18,0
Paddle - bo_13,277,4316,20,2,1,4.17,0
Paddle - bo_13,278,4316,60,6,1,4.87,0
Paddle - bo_13,279,4316,20,2,0,5.75,0
Paddle - bo_13,280,4316,150,15,3,14.12,0
Paddle - bo_13,281,4316,20,2,1,2.35,0
Paddle - bo_13,282,4316,180,18,1,22.64,0
Paddle - bo_13,283,4316,180,18,1,14.46,0
Paddle - bo_13,284,4316,100,10,0,3.71,0
Paddle - bo_13,285,4316,10,1,0,0.96,0
Paddle - bo_13,286,4316,170,17,2,15.05,0
Paddle - bo_13,287,4316,70,7,3,10.87,0
Paddle - bo_13,288,4316,40,4,1,10.89,0
Paddle - bo_13,289,4316,20,2,1,3.61,0
Paddle - bo_13,290,4316,10,1,0,0.4,0
Paddle - bo_13,291,4316,0,0,0,2.19,0
Paddle - bo_13,292,4316,30,3,2,4.71,0
Paddle - bo_13,293,4316,90,9,0,3.85,0
Paddle - bo_13,294,4316,50,5,1,3.61,0
Paddle - bo_13,295,4316,10,1,0,0.68,0
Paddle - bo_13,296,4316,20,2,0,2.13,0
Paddle - bo_13,297,4316,140,14,3,11.3,0
Paddle - bo_13,298,4316,30,3,2,5.86,0
Paddle - bo_13,299,4316,30,3,2,9.55,0
Paddle - bo_13,300,4316,10,1,0,1.66,0
Paddle - bo_13,301,4316,120,12,1,6.78,0
Paddle - bo_13,302,4316,100,10,1,12.51,0
Paddle - bo_13,303,4316,10,1,1,0.68,0
Paddle - bo_13,304,4316,100,10,3,25.99,0
Paddle - bo_13,305,4316,90,9,1,10.95,0
Paddle - bo_13,306,4316,20,2,0,2.43,0
Paddle - bo_13,307,4316,70,7,5,9.53,0
Paddle - bo_13,308,4316,160,16,1,8.71,0
Paddle - bo_13,309,4316,50,5,2,5.92,0
Paddle - bo_13,310,4316,160,16,1,8.99,0
Paddle - bo_13,311,4316,10,1,0,0.62,0
Paddle - bo_13,312,4316,10,1,0,0.66,0
Paddle - bo_13,313,4316,160,16,3,11.6,0
Paddle - bo_13,314,4316,50,5,1,4.77,0
Paddle - bo_13,315,4316,20,2,1,7.06,0
Paddle - bo_13,316,4316,70,7,4,13.48,0
Paddle - bo_13,317,4316,10,1,1,1.62,0
Paddle - bo_13,318,4316,160,16,1,8.17,0
Paddle - bo_13,319,4316,30,3,1,3.03,0
Paddle - bo_13,320,4316,10,1,0,0.42,0
Paddle - bo_13,321,4316,70,7,0,6.36,0
Paddle - bo_13,322,4316,130,13,0,5.6,0
Paddle - bo_13,323,4316,10,1,2,4.47,0
Paddle - bo_13,324,4316,30,3,2,5.56,0
Paddle - bo_13,325,4316,30,3,4,6.7,0
Paddle - bo_13,326,4316,50,5,0,4.26,0
Paddle - bo_13,327,4316,20,2,1,4.12,0
Paddle - bo_13,328,4316,10,1,0,0.6,0
Paddle - bo_13,329,4316,40,4,2,4.73,0
Paddle - bo_13,330,4316,10,1,0,1.04,0
Paddle - bo_13,331,4316,150,15,0,10.55,0
Paddle - bo_13,332,4316,30,3,1,4.47,0
Paddle - bo_13,333,4316,10,1,0,0.96,0
Paddle - bo_13,334,4316,10,1,0,0.78,0
Paddle - bo_13,335,4316,10,1,0,0.56,0
Paddle - bo_13,336,4316,20,2,0,2.02,0
Paddle - bo_13,337,4316,10,1,2,3.45,0
Paddle - bo_13,338,4316,70,7,5,15.73,0
Paddle - bo_13,339,4316,90,9,1,10.97,0
Paddle - bo_13,340,4316,10,1,0,1.7,0
Paddle - bo_13,341,4316,10,1,1,4.35,0
Paddle - bo_13,342,4316,80,8,2,9.11,0
Paddle - bo_13,343,4316,70,7,6,14.95,0
Paddle - bo_13,344,4316,140,14,0,7.72,0
Paddle - bo_13,345,4316,70,7,0,5.7,0
Paddle - bo_13,346,4316,10,1,0,0.6,0
Paddle - bo_13,347,4316,130,13,1,8.37,0
Paddle - bo_13,348,4316,150,15,1,12,0
Paddle - bo_13,349,4316,10,1,0,1.44,0
Paddle - bo_13,350,4316,10,1,0,0.66,0
Paddle - bo_13,351,4316,100,10,1,5.26,0
Paddle - bo_13,352,4316,10,1,1,5.05,0
Paddle - bo_13,353,4316,80,8,0,14.86,0
Paddle - bo_13,354,4316,110,11,8,23.31,0
Paddle - bo_13,355,4316,30,3,2,6.18,0
Paddle - bo_13,356,4316,20,2,1,5.48,0
Paddle - bo_13,357,4316,100,10,2,6.86,0
Paddle - bo_13,358,4316,150,15,3,13.54,0
Paddle - bo_13,359,4316,30,3,2,6.26,0
Paddle - bo_13,360,4316,20,2,0,2.25,0
Paddle - bo_13,361,4316,90,9,1,10.81,0
Paddle - bo_13,362,4316,130,13,4,9.73,0
Paddle - bo_13,363,4316,60,6,0,2.22,0
Paddle - bo_13,364,4316,50,5,0,1.98,0
Paddle - bo_13,365,4316,10,1,1,3.61,0
Paddle - bo_13,366,4316,160,16,1,15.29,0
Paddle - bo_13,367,4316,30,3,40,63.19,0
Paddle - bo_13,368,4316,10,1,2,2.62,0
Paddle - bo_13,369,4316,10,1,2,2.59,0
Paddle - bo_13,370,4316,130,13,2,17.44,0
Paddle - bo_13,371,4316,10,1,0,1.18,0
Paddle - bo_13,372,4316,90,9,1,11.4,0
Paddle - bo_13,373,4316,110,11,7,14.71,0
Paddle - bo_13,374,4316,130,13,2,5.98,0
Paddle - bo_13,375,4316,180,18,3,14.02,0
Paddle - bo_13,376,4316,10,1,0,0.44,0
Paddle - bo_13,377,4316,0,0,0,1.92,0
Paddle - bo_13,378,4316,10,1,2,2.72,0
Paddle - bo_13,379,4316,10,1,1,0.66,0
Paddle - bo_13,380,4316,120,12,0,16.19,0
Paddle - bo_13,381,4316,40,4,0,2.51,0
Paddle - bo_13,382,4316,10,1,0,0.86,0
Paddle - bo_13,383,4316,10,1,0,1.12,0
Paddle - bo_13,384,4316,60,6,2,5.3,0
Paddle - bo_13,385,4316,140,14,2,10.44,0
Paddle - bo_13,386,4316,10,1,0,0.74,0
Paddle - bo_13,387,4316,20,2,1,3.15,0
Paddle - bo_13,388,4316,180,18,1,33.64,0
Paddle - bo_13,389,4316,10,1,1,2.75,0
Paddle - bo_13,390,4316,80,8,9,8.82,0
Paddle - bo_13,391,4316,10,1,0,0.64,0
Paddle - bo_13,392,4316,0,0,0,2.13,0
Paddle - bo_13,393,4316,60,6,3,9.28,0
Paddle - bo_13,394,4316,90,9,2,5.36,0
Paddle - bo_13,395,4316,0,0,0,2.35,0
Paddle - bo_13,396,4316,70,7,1,6.06,0
Paddle - bo_13,397,4316,110,11,1,7.54,0
Paddle - bo_13,398,4316,0,0,1,9.15,0
Paddle - bo_13,399,4316,10,1,1,1.08,0
Paddle - bo_13,400,4316,170,17,0,12.18,0
Paddle - bo_13,401,4316,20,2,2,2.65,0
Paddle - bo_13,402,4316,120,12,0,5.98,0
Paddle - bo_13,403,4316,10,1,0,0.4,0
Paddle - bo_13,404,4316,10,1,0,0.96,0
Paddle - bo_13,405,4316,60,6,0,1.94,0
Paddle - bo_13,406,4316,70,7,2,4.19,0
Paddle - bo_13,407,4316,150,15,3,11.56,0
Paddle - bo_13,408,4316,10,1,0,0.66,0
Paddle - bo_13,409,4316,10,1,0,0.6,0
Paddle - bo_13,410,4316,40,4,1,3.15,0
Paddle - bo_13,411,4316,10,1,0,0.74,0
Paddle - bo_13,412,4316,10,1,0,1.6,0
Paddle - bo_13,413,4316,20,2,1,2.71,0
Paddle - bo_13,414,4316,140,14,2,5.94,0
Paddle - bo_13,415,4316,80,8,0,3.19,0
Paddle - bo_13,416,4316,110,11,1,12.46,0
Paddle - bo_13,417,4316,30,3,1,1.98,0
Paddle - bo_13,418,4316,10,1,2,2.77,0
Paddle - bo_13,419,4316,150,15,2,9.47,0
Paddle - bo_13,420,4316,40,4,0,2.75,0
Paddle - bo_13,421,4316,160,16,2,21.29,0
Paddle - bo_13,422,4316,180,18,0,20.14,0
Paddle - bo_13,423,4316,150,15,0,14.04,0
Paddle - bo_13,424,4316,130,13,1,6.4,0
Paddle - bo_13,425,4316,70,7,2,4.75,0
Paddle - bo_13,426,4316,40,4,0,1.72,0
Paddle - bo_13,427,4316,10,1,1,2.47,0
Paddle - bo_13,428,4316,20,2,1,4.57,0
Paddle - bo_13,429,4316,110,11,1,9.96,0
Paddle - bo_13,430,4316,150,15,3,7.9,0
Paddle - bo_13,431,4316,90,9,3,16.49,0
Paddle - bo_13,432,4316,100,10,3,8.4,0
Paddle - bo_13,433,4316,20,2,3,3.69,0
Paddle - bo_13,434,4316,100,10,13,29.33,0
Paddle - bo_13,435,4316,10,1,1,0.54,0
Paddle - bo_13,436,4316,10,1,0,1.08,0
Paddle - bo_13,437,4316,10,1,0,0.82,0
Paddle - bo_13,438,4316,200,20,3,13.62,0
Paddle - bo_13,439,4316,10,1,0,0.9,0
Paddle - bo_13,440,4316,10,1,0,0.74,0
Paddle - bo_13,441,4316,170,17,1,25.45,0
Paddle - bo_13,442,4316,10,1,0,1.36,0
Paddle - bo_13,443,4316,120,12,0,7.72,0
Paddle - bo_13,444,4316,20,2,1,3.33,0
Paddle - bo_13,445,4316,50,5,1,3.13,0
Paddle - bo_13,446,4316,0,0,0,2.49,0
Paddle - bo_13,447,4316,130,13,3,11.56,0
Paddle - bo_13,448,4316,20,2,1,2.21,0
Paddle - bo_13,449,4316,20,2,1,4.63,0
Paddle - bo_13,450,4316,0,0,0,1.67,0
Paddle - bo_13,451,4316,40,4,15,28.85,0
Paddle - bo_13,452,4316,10,1,0,1.11,0
Paddle - bo_13,453,4316,10,1,2,3.07,0
Paddle - bo_13,454,4316,60,6,1,4.55,0
Paddle - bo_13,455,4316,10,1,1,3.11,0
Paddle - bo_13,456,4316,10,1,2,2.77,0
Paddle - bo_13,457,4316,10,1,0,0.72,0
Paddle - bo_13,458,4316,10,1,0,0.62,0
Paddle - bo_13,459,4316,40,4,2,5.84,0
Paddle - bo_13,460,4316,10,1,0,0.74,0
Paddle - bo_13,461,4316,100,10,0,4.81,0
Paddle - bo_13,462,4316,10,1,2,3.2,0
Paddle - bo_13,463,4316,10,1,2,3.41,0
Paddle - bo_13,464,4316,10,1,0,2.61,0
Paddle - bo_13,465,4316,20,2,1,2.06,0
Paddle - bo_13,466,4316,20,2,1,3.11,0
Paddle - bo_13,467,4316,20,2,0,3.03,0
Paddle - bo_13,468,4316,90,9,3,13.76,0
Paddle - bo_13,469,4316,30,3,2,3.31,0
Paddle - bo_13,470,4316,50,5,1,2.95,0
Paddle - bo_13,471,4316,150,15,1,11.9,0
Paddle - bo_13,472,4316,10,1,0,0.56,0
Paddle - bo_13,473,4316,20,2,1,3.71,0
Paddle - bo_13,474,4316,30,3,3,9.21,0
Paddle - bo_13,475,4316,30,3,0,3.57,0
Paddle - bo_13,476,4316,10,1,1,2.48,0
Paddle - bo_13,477,4316,70,7,1,4.87,0
Paddle - bo_13,478,4316,10,1,0,1.08,0
Paddle - bo_13,479,4316,50,5,0,3.93,0
Paddle - bo_13,480,4316,30,3,4,7.66,0
Paddle - bo_13,481,4316,0,0,0,2.05,0
Paddle - bo_13,482,4316,20,2,1,3.19,0
Paddle - bo_13,483,4316,0,0,0,1.78,0
Paddle - bo_13,484,4316,10,1,0,0.8,0
Paddle - bo_13,485,4316,180,18,2,9.11,0
Paddle - bo_13,486,4316,200,20,3,50.86,0
Paddle - bo_13,487,4316,10,1,0,0.96,0
Paddle - bo_13,488,4316,20,2,2,2.43,0
Paddle - bo_13,489,4316,10,1,2,3.07,0
Paddle - bo_13,490,4316,10,1,0,0.7,0
Paddle - bo_13,491,4316,10,1,2,2.93,0
Paddle - bo_13,492,4316,0,0,14,25.33,0
Paddle - bo_13,493,4316,170,17,1,7.14,0
Paddle - bo_13,494,4316,190,19,3,30.05,0
Paddle - bo_13,495,4316,70,7,1,5.92,0
Paddle - bo_13,496,4316,80,8,0,3.47,0
Paddle - bo_13,497,4316,20,2,1,5.1,0
Paddle - bo_13,498,4316,120,12,2,14.49,0
Paddle - bo_13,499,4316,170,17,1,25.84,0
Paddle - bo_13,500,4316,90,9,6,19.63,0
Paddle - bo_13,501,4316,0,0,0,1.82,0
Paddle - bo_13,502,4316,70,7,1,3.83,0
Paddle - bo_13,503,4316,10,1,0,0.4,0
Paddle - bo_13,504,4316,20,2,0,2.21,0
Paddle - bo_13,505,4316,20,2,1,3.89,0
Paddle - bo_13,506,4316,50,5,3,7.04,0
Paddle - bo_13,507,4316,80,8,1,6.2,0
Paddle - bo_13,508,4316,10,1,0,1.2,0
Paddle - bo_13,509,4316,10,1,0,0.84,0
Paddle - bo_13,510,4316,10,1,1,3.23,0
Paddle - bo_13,511,4316,10,1,0,2.79,0
Paddle - bo_13,512,4316,50,5,3,4.58,0
Paddle - bo_13,513,4316,30,3,4,7.88,0
Paddle - bo_13,514,4316,30,3,1,5.05,0
