ModelName,NumGamesPlayed,ID_RunTime,Statistic,Score,BlockHits,PaddleHits,TimePlayed,WinPercentage
Paddle - bo_13,1,2/16/2021 9:33:00 PM,Minimum,30,3,1,100.72,0
Paddle - bo_13,1,2/16/2021 9:33:00 PM,Average,30,3,1,100.72,0
Paddle - bo_13,1,2/16/2021 9:33:00 PM,Maximum,30,3,1,100.72,0
