ModelName,GameNumber,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - bo_05,172,1000,10,1,0,0.28,0
Paddle - bo_05,173,1000,10,1,0,0.92,0
Paddle - bo_05,174,1000,20,2,1,2.48,0
Paddle - bo_05,175,1000,170,17,0,28.12,0
Paddle - bo_05,176,1000,10,1,0,0.38,0
Paddle - bo_05,177,1000,10,1,0,0.52,0
Paddle - bo_05,178,1000,10,1,0,0.74,0
Paddle - bo_05,179,1000,10,1,1,2.4,0
Paddle - bo_05,180,1000,10,1,0,0.62,0
Paddle - bo_05,181,1000,10,1,0,0.53,0
Paddle - bo_05,182,1000,10,1,0,0.61,0
Paddle - bo_05,183,1000,10,1,0,0.24,0
Paddle - bo_05,184,1000,10,1,0,0.16,0
Paddle - bo_05,185,1000,10,1,0,0.4,0
Paddle - bo_05,186,1000,10,1,0,0.39,0
Paddle - bo_05,187,1000,10,1,0,0.38,0
Paddle - bo_05,188,1000,10,1,0,0.38,0
Paddle - bo_05,189,1000,10,1,0,0.36,0
Paddle - bo_05,190,1000,60,6,0,2.59,0
Paddle - bo_05,191,1000,10,1,0,0.65,0
Paddle - bo_05,192,1000,10,1,0,0.44,0
Paddle - bo_05,193,1000,10,1,0,0.8,0
Paddle - bo_05,194,1000,10,1,0,0.5,0
Paddle - bo_05,195,1000,70,7,1,4.21,0
Paddle - bo_05,196,1000,10,1,0,0.3,0
Paddle - bo_05,197,1000,10,1,0,0.64,0
Paddle - bo_05,198,1000,10,1,0,0.64,0
Paddle - bo_05,199,1000,10,1,0,0.6,0
Paddle - bo_05,200,1000,80,8,2,8.89,0
Paddle - bo_05,201,1000,110,11,0,5.51,0
Paddle - bo_05,202,1000,10,1,0,5.51,0
Paddle - bo_05,203,1000,80,8,0,2.31,0
Paddle - bo_05,204,1000,10,1,0,0.24,0
Paddle - bo_05,205,1000,10,1,0,0.1,0
Paddle - bo_05,206,1000,10,1,0,0.11,0
Paddle - bo_05,207,1000,10,1,0,0.04,0
Paddle - bo_05,208,1000,10,1,0,0.1,0
Paddle - bo_05,209,1000,10,1,0,0.14,0
Paddle - bo_05,210,1000,10,1,0,0.23,0
Paddle - bo_05,211,1000,20,2,1,0.9,0
Paddle - bo_05,212,1000,40,4,0,1.13,0
Paddle - bo_05,213,1000,20,2,1,0.98,0
Paddle - bo_05,214,1000,10,1,0,0.16,0
Paddle - bo_05,215,1000,10,1,1,0.42,0
Paddle - bo_05,216,1000,170,17,1,6.45,0
Paddle - bo_05,217,1000,10,1,0,0.44,0
Paddle - bo_05,218,1000,10,1,0,0.47,0
Paddle - bo_05,219,1000,10,1,0,0.38,0
Paddle - bo_05,220,1000,10,1,0,0.38,0
Paddle - bo_05,221,1000,10,1,0,0.4,0
Paddle - bo_05,222,1000,10,1,0,0.07,0
Paddle - bo_05,223,1000,110,11,1,3.58,0
Paddle - bo_05,224,1000,10,1,0,0.39,0
Paddle - bo_05,225,1000,10,1,0,0.44,0
Paddle - bo_05,226,1000,120,12,1,9.12,0
Paddle - bo_05,227,1000,10,1,0,0.39,0
Paddle - bo_05,228,1000,20,2,0,2.47,0
Paddle - bo_05,229,1000,10,1,0,0.74,0
Paddle - bo_05,230,1000,30,3,0,2.13,0
Paddle - bo_05,231,1000,40,4,0,1.64,0
Paddle - bo_05,232,1000,70,7,1,4.1,0
Paddle - bo_05,233,1000,10,1,0,0.7,0
Paddle - bo_05,234,1000,10,1,0,1.79,0
Paddle - bo_05,235,1000,10,1,0,0.42,0
Paddle - bo_05,236,1000,10,1,0,0.45,0
Paddle - bo_05,237,1000,10,1,1,0.46,0
Paddle - bo_05,238,1000,10,1,0,0.44,0
Paddle - bo_05,239,1000,90,9,1,4.75,0
Paddle - bo_05,240,1000,10,1,0,0.38,0
Paddle - bo_05,241,1000,10,1,0,1,0
Paddle - bo_05,242,1000,10,1,0,0.74,0
Paddle - bo_05,243,1000,40,4,0,2.48,0
Paddle - bo_05,244,1000,10,1,0,0.56,0
Paddle - bo_05,245,1000,10,1,0,0.58,0
Paddle - bo_05,246,1000,20,2,2,1.6,0
Paddle - bo_05,247,1000,10,1,0,0.56,0
Paddle - bo_05,248,1000,10,1,0,0.68,0
Paddle - bo_05,249,1000,10,1,0,0.64,0
Paddle - bo_05,250,1000,10,1,0,0.42,0
Paddle - bo_05,251,1000,10,1,0,0.42,0
Paddle - bo_05,252,1000,10,1,0,0.38,0
Paddle - bo_05,253,1000,10,1,0,0.08,0
Paddle - bo_05,254,1000,10,1,0,0.36,0
Paddle - bo_05,255,1000,10,1,0,0.38,0
Paddle - bo_05,256,1000,20,2,1,1.52,0
Paddle - bo_05,257,1000,10,1,0,0.42,0
Paddle - bo_05,258,1000,10,1,0,0.14,0
Paddle - bo_05,259,1000,10,1,0,0.39,0
Paddle - bo_05,260,1000,70,7,0,2.72,0
Paddle - bo_05,261,1000,10,1,0,0.46,0
Paddle - bo_05,262,1000,10,1,0,0.54,0
Paddle - bo_05,263,1000,10,1,0,0.4,0
Paddle - bo_05,264,1000,20,2,0,1.75,0
Paddle - bo_05,265,1000,10,1,0,0.24,0
Paddle - bo_05,266,1000,10,1,0,0.54,0
Paddle - bo_05,267,1000,10,1,0,0.38,0
Paddle - bo_05,268,1000,10,1,0,0.68,0
Paddle - bo_05,269,1000,10,1,0,0.23,0
Paddle - bo_05,270,1000,10,1,0,0.17,0
Paddle - bo_05,271,1000,100,10,2,4.08,0
Paddle - bo_05,272,1000,10,1,0,0.6,0
Paddle - bo_05,273,1000,10,1,0,0.74,0
Paddle - bo_05,274,1000,10,1,0,0.3,0
Paddle - bo_05,275,1000,10,1,0,0.2,0
Paddle - bo_05,276,1000,10,1,0,0.36,0
Paddle - bo_05,277,1000,10,1,0,0.42,0
Paddle - bo_05,278,1000,10,1,0,0.34,0
Paddle - bo_05,279,1000,10,1,0,0.24,0
Paddle - bo_05,280,1000,10,1,0,0.22,0
Paddle - bo_05,281,1000,10,1,1,0.14,0
Paddle - bo_05,282,1000,10,1,0,0.4,0
Paddle - bo_05,283,1000,10,1,0,0.44,0
Paddle - bo_05,284,1000,10,1,0,0.5,0
Paddle - bo_05,285,1000,10,1,0,0.5,0
Paddle - bo_05,286,1000,10,1,0,0.84,0
Paddle - bo_05,287,1000,50,5,1,1.59,0
Paddle - bo_05,288,1000,10,1,0,0.47,0
Paddle - bo_05,289,1000,10,1,0,0.18,0
Paddle - bo_05,290,1000,10,1,0,0.48,0
Paddle - bo_05,291,1000,110,11,0,3.13,0
Paddle - bo_05,292,1000,10,1,0,0.12,0
Paddle - bo_05,293,1000,10,1,0,0.58,0
Paddle - bo_05,294,1000,10,1,0,0.28,0
Paddle - bo_05,295,1000,10,1,0,0.34,0
Paddle - bo_05,296,1000,10,1,0,0.32,0
Paddle - bo_05,297,1000,10,1,0,0.24,0
Paddle - bo_05,298,1000,10,1,0,0.73,0
Paddle - bo_05,299,1000,10,1,0,0.43,0
Paddle - bo_05,300,1000,10,1,0,0.34,0
Paddle - bo_05,301,1000,10,0,0,1.49,0
Paddle - bo_05,302,1000,10,0,1,3.32,0
Paddle - bo_05,303,1000,10,1,0,0.44,0
Paddle - bo_05,304,1000,10,1,0,0.25,0
Paddle - bo_05,305,1000,10,0,0,1.88,0
Paddle - bo_05,306,1000,10,1,0,0.4,0
Paddle - bo_05,307,1000,110,11,1,14.65,0
Paddle - bo_05,308,1000,10,1,0,0.42,0
Paddle - bo_05,309,1000,10,1,0,0.5,0
Paddle - bo_05,310,1000,10,1,0,0.16,0
Paddle - bo_05,311,1000,10,1,0,0.36,0
Paddle - bo_05,312,1000,10,1,0,0.36,0
Paddle - bo_05,313,1000,20,2,0,1.46,0
Paddle - bo_05,314,1000,10,1,0,0.52,0
Paddle - bo_05,315,1000,10,1,0,0.2,0
Paddle - bo_05,316,1000,10,1,1,1.32,0
Paddle - bo_05,317,1000,10,1,0,0.5,0
Paddle - bo_05,318,1000,10,1,0,0.44,0
Paddle - bo_05,319,1000,10,1,1,1.5,0
Paddle - bo_05,320,1000,50,5,1,3.1,0
Paddle - bo_05,321,1000,10,1,0,0.7,0
Paddle - bo_05,322,1000,10,1,0,0.31,0
Paddle - bo_05,323,1000,40,4,0,2.27,0
Paddle - bo_05,324,1000,60,6,0,11.49,0
Paddle - bo_05,325,1000,60,0,0,1.62,0
Paddle - bo_05,326,1000,20,2,1,2.51,0
Paddle - bo_05,327,1000,10,1,0,0.46,0
Paddle - bo_05,328,1000,10,1,0,0.44,0
Paddle - bo_05,329,1000,10,1,0,0.34,0
Paddle - bo_05,330,1000,10,1,0,0.5,0
Paddle - bo_05,331,1000,10,1,0,0.18,0
Paddle - bo_05,332,1000,50,5,0,1.6,0
Paddle - bo_05,333,1000,10,1,1,0.34,0
Paddle - bo_05,334,1000,110,11,0,5.86,0
Paddle - bo_05,335,1000,10,1,0,0.56,0
Paddle - bo_05,336,1000,10,1,0,0.4,0
Paddle - bo_05,337,1000,10,1,0,0.7,0
Paddle - bo_05,338,1000,10,1,0,0.4,0
Paddle - bo_05,339,1000,10,1,0,0.38,0
Paddle - bo_05,340,1000,10,1,0,0.58,0
Paddle - bo_05,341,1000,10,1,0,0.4,0
Paddle - bo_05,342,1000,30,3,0,1.33,0
Paddle - bo_05,343,1000,10,1,0,0.44,0
Paddle - bo_05,344,1000,10,1,0,0.42,0
Paddle - bo_05,345,1000,170,17,0,19.21,0
Paddle - bo_05,346,1000,40,4,0,1.97,0
Paddle - bo_05,347,1000,60,6,0,3.12,0
Paddle - bo_05,348,1000,20,2,2,12.38,0
Paddle - bo_05,349,1000,10,1,0,0.68,0
Paddle - bo_05,350,1000,60,6,0,2.2,0
Paddle - bo_05,351,1000,140,14,1,15.01,0
Paddle - bo_05,352,1000,10,1,0,0.1,0
Paddle - bo_05,353,1000,10,1,0,0.15,0
Paddle - bo_05,354,1000,10,1,0,0.19,0
Paddle - bo_05,355,1000,30,3,1,1.54,0
Paddle - bo_05,356,1000,10,1,0,0.17,0
Paddle - bo_05,357,1000,10,1,0,0.11,0
Paddle - bo_05,358,1000,10,1,0,0.17,0
Paddle - bo_05,359,1000,10,1,0,0.83,0
Paddle - bo_05,360,1000,10,1,0,0.39,0
Paddle - bo_05,361,1000,10,1,0,0.39,0
Paddle - bo_05,362,1000,40,4,0,1.24,0
Paddle - bo_05,363,1000,10,1,0,0.65,0
Paddle - bo_05,364,1000,10,1,0,0.28,0
Paddle - bo_05,365,1000,10,1,0,0.22,0
Paddle - bo_05,366,1000,10,1,0,0.12,0
Paddle - bo_05,367,1000,10,1,0,0.1,0
Paddle - bo_05,368,1000,10,1,0,0.53,0
Paddle - bo_05,369,1000,10,1,0,0.18,0
Paddle - bo_05,370,1000,10,1,0,0.55,0
Paddle - bo_05,371,1000,10,1,0,0.16,0
Paddle - bo_05,372,1000,10,1,0,0.51,0
Paddle - bo_05,373,1000,10,1,0,0.2,0
Paddle - bo_05,374,1000,10,1,0,0.46,0
Paddle - bo_05,375,1000,10,1,0,0.76,0
Paddle - bo_05,376,1000,20,2,1,1.06,0
Paddle - bo_05,377,1000,140,14,0,4.24,0
Paddle - bo_05,378,1000,80,8,0,3.13,0
Paddle - bo_05,379,1000,10,1,0,0.4,0
Paddle - bo_05,380,1000,10,1,0,0.48,0
Paddle - bo_05,381,1000,10,1,0,0.16,0
Paddle - bo_05,382,1000,120,12,0,4.31,0
Paddle - bo_05,383,1000,10,1,0,0.38,0
Paddle - bo_05,384,1000,120,12,2,16.71,0
Paddle - bo_05,385,1000,30,3,0,2.49,0
Paddle - bo_05,386,1000,10,1,0,0.4,0
Paddle - bo_05,387,1000,10,1,0,0.64,0
Paddle - bo_05,388,1000,10,1,0,0.52,0
Paddle - bo_05,389,1000,10,1,0,0.56,0
Paddle - bo_05,390,1000,20,2,1,0.93,0
Paddle - bo_05,391,1000,30,3,0,2.07,0
Paddle - bo_05,392,1000,10,1,0,0.4,0
Paddle - bo_05,393,1000,40,4,0,1.65,0
Paddle - bo_05,394,1000,10,1,0,0.36,0
Paddle - bo_05,395,1000,10,1,0,0.34,0
Paddle - bo_05,396,1000,80,8,1,3.48,0
Paddle - bo_05,397,1000,10,1,0,1.1,0
Paddle - bo_05,398,1000,10,1,1,1.68,0
Paddle - bo_05,399,1000,10,1,0,0.5,0
Paddle - bo_05,400,1000,10,1,0,0.45,0
Paddle - bo_05,401,1000,10,1,0,0.54,0
Paddle - bo_05,402,1000,10,1,0,0.34,0
Paddle - bo_05,403,1000,50,5,1,3.38,0
Paddle - bo_05,404,1000,10,1,0,0.54,0
Paddle - bo_05,405,1000,10,1,0,0.4,0
Paddle - bo_05,406,1000,10,1,0,0.16,0
Paddle - bo_05,407,1000,10,1,0,0.48,0
Paddle - bo_05,408,1000,10,1,0,0.17,0
Paddle - bo_05,409,1000,10,1,0,0.49,0
Paddle - bo_05,410,1000,10,1,0,0.62,0
Paddle - bo_05,411,1000,10,1,0,1.29,0
Paddle - bo_05,412,1000,130,13,0,16.59,0
Paddle - bo_05,413,1000,10,1,0,0.26,0
Paddle - bo_05,414,1000,10,1,0,0.9,0
Paddle - bo_05,415,1000,10,1,0,0.44,0
Paddle - bo_05,416,1000,10,1,0,0.42,0
Paddle - bo_05,417,1000,10,1,0,0.39,0
Paddle - bo_05,418,1000,40,4,1,2.08,0
Paddle - bo_05,419,1000,10,1,0,0.57,0
Paddle - bo_05,420,1000,10,1,0,0.44,0
Paddle - bo_05,421,1000,10,1,0,0.44,0
Paddle - bo_05,422,1000,10,1,0,0.48,0
Paddle - bo_05,423,1000,40,4,2,2.75,0
Paddle - bo_05,424,1000,100,10,0,4.21,0
Paddle - bo_05,425,1000,10,1,0,0.46,0
Paddle - bo_05,426,1000,10,1,0,0.18,0
Paddle - bo_05,427,1000,10,1,0,0.4,0
Paddle - bo_05,428,1000,10,1,0,0.14,0
Paddle - bo_05,429,1000,10,1,0,0.53,0
Paddle - bo_05,430,1000,10,1,0,0.16,0
Paddle - bo_05,431,1000,40,4,1,1.25,0
Paddle - bo_05,432,1000,10,1,0,0.14,0
Paddle - bo_05,433,1000,40,4,0,1.65,0
Paddle - bo_05,434,1000,40,4,0,1.87,0
Paddle - bo_05,435,1000,10,1,0,0.52,0
Paddle - bo_05,436,1000,30,3,1,1.91,0
Paddle - bo_05,437,1000,10,1,0,0.4,0
Paddle - bo_05,438,1000,10,1,0,0.7,0
Paddle - bo_05,439,1000,10,1,0,0.76,0
Paddle - bo_05,440,1000,10,1,0,0.44,0
Paddle - bo_05,441,1000,10,1,0,0.66,0
Paddle - bo_05,442,1000,10,1,0,0.48,0
Paddle - bo_05,443,1000,30,3,2,8.14,0
Paddle - bo_05,444,1000,170,17,0,11.24,0
Paddle - bo_05,445,1000,10,1,0,0.38,0
Paddle - bo_05,446,1000,10,1,0,0.91,0
Paddle - bo_05,447,1000,10,1,0,0.46,0
Paddle - bo_05,448,1000,10,1,0,0.96,0
Paddle - bo_05,449,1000,10,1,0,0.44,0
Paddle - bo_05,450,1000,40,4,1,2.09,0
Paddle - bo_05,451,1000,10,1,0,0.42,0
Paddle - bo_05,452,1000,10,1,0,0.62,0
Paddle - bo_05,453,1000,10,1,0,0.66,0
Paddle - bo_05,454,1000,10,1,0,0.38,0
Paddle - bo_05,455,1000,10,1,0,0.36,0
Paddle - bo_05,456,1000,10,1,0,0.62,0
Paddle - bo_05,457,1000,10,1,0,0.38,0
Paddle - bo_05,458,1000,10,1,0,0.38,0
Paddle - bo_05,459,1000,10,1,0,0.4,0
Paddle - bo_05,460,1000,30,3,1,1.84,0
Paddle - bo_05,461,1000,10,1,0,0.13,0
Paddle - bo_05,462,1000,10,1,0,0.42,0
Paddle - bo_05,463,1000,10,1,0,0.46,0
Paddle - bo_05,464,1000,10,1,0,0.18,0
Paddle - bo_05,465,1000,10,1,0,0.76,0
Paddle - bo_05,466,1000,20,2,1,3.84,0
Paddle - bo_05,467,1000,10,1,0,0.43,0
Paddle - bo_05,468,1000,30,3,2,2.4,0
Paddle - bo_05,469,1000,30,3,0,2.29,0
Paddle - bo_05,470,1000,10,1,0,0.29,0
Paddle - bo_05,471,1000,10,1,0,0.48,0
Paddle - bo_05,472,1000,100,10,1,4.45,0
Paddle - bo_05,473,1000,10,1,0,0.42,0
Paddle - bo_05,474,1000,10,1,0,0.4,0
Paddle - bo_05,475,1000,10,1,0,0.5,0
Paddle - bo_05,476,1000,60,6,1,3.56,0
Paddle - bo_05,477,1000,10,1,0,0.4,0
Paddle - bo_05,478,1000,10,1,0,0.36,0
Paddle - bo_05,479,1000,10,1,0,0.38,0
Paddle - bo_05,480,1000,10,1,0,0.34,0
Paddle - bo_05,481,1000,10,1,0,0.32,0
Paddle - bo_05,482,1000,10,1,0,0.34,0
Paddle - bo_05,483,1000,10,1,0,0.6,0
Paddle - bo_05,484,1000,10,1,0,0.42,0
Paddle - bo_05,485,1000,10,1,0,0.46,0
Paddle - bo_05,486,1000,10,1,0,0.41,0
Paddle - bo_05,487,1000,10,1,0,0.34,0
Paddle - bo_05,488,1000,10,1,0,0.32,0
Paddle - bo_05,489,1000,10,1,0,0.32,0
Paddle - bo_05,490,1000,10,1,0,0.34,0
Paddle - bo_05,491,1000,10,1,0,0.32,0
Paddle - bo_05,492,1000,10,1,0,0.34,0
Paddle - bo_05,493,1000,30,3,1,1.94,0
Paddle - bo_05,494,1000,10,1,0,0.62,0
Paddle - bo_05,495,1000,10,1,1,0.34,0
Paddle - bo_05,496,1000,50,5,1,2.73,0
Paddle - bo_05,497,1000,40,4,1,1.93,0
Paddle - bo_05,498,1000,10,1,0,0.74,0
Paddle - bo_05,499,1000,50,5,3,4.5,0
Paddle - bo_05,500,1000,10,1,0,0.47,0
Paddle - bo_05,501,1000,50,5,1,1.98,0
Paddle - bo_05,502,1000,10,1,0,0.44,0
Paddle - bo_05,503,1000,40,4,1,2.78,0
Paddle - bo_05,504,1000,10,1,0,0.8,0
Paddle - bo_05,505,1000,10,1,0,0.5,0
Paddle - bo_05,506,1000,10,1,2,3.25,0
Paddle - bo_05,507,1000,30,3,0,1.51,0
Paddle - bo_05,508,1000,10,1,0,0.5,0
Paddle - bo_05,509,1000,10,1,0,0.42,0
Paddle - bo_05,510,1000,10,1,0,0.7,0
Paddle - bo_05,511,1000,10,1,0,0.48,0
Paddle - bo_05,512,1000,10,1,0,0.54,0
Paddle - bo_05,513,1000,10,1,0,0.38,0
Paddle - bo_05,514,1000,110,11,0,2.86,0
