ModelName,GameNumber,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - bo_13,291,500,90,9,1,11.7,0
Paddle - bo_13,292,500,10,1,0,1.34,0
Paddle - bo_13,293,500,50,5,3,4.34,0
Paddle - bo_13,294,500,140,14,2,9.1,0
Paddle - bo_13,295,500,70,7,0,6.69,0
Paddle - bo_13,296,500,60,6,2,6.91,0
Paddle - bo_13,297,500,10,1,1,1.38,0
Paddle - bo_13,298,500,160,16,0,8.9,0
Paddle - bo_13,299,500,170,17,4,18.05,0
Paddle - bo_13,300,500,20,2,0,2.8,0
Paddle - bo_13,301,500,160,16,1,12.6,0
Paddle - bo_13,302,500,10,1,1,2.12,0
Paddle - bo_13,303,500,10,1,0,1.93,0
Paddle - bo_13,304,500,50,5,4,7.91,0
Paddle - bo_13,305,500,20,2,0,1.66,0
Paddle - bo_13,306,500,140,14,1,8.01,0
Paddle - bo_13,307,500,110,11,2,13.7,0
Paddle - bo_13,308,500,10,1,1,3.56,0
Paddle - bo_13,309,500,180,18,4,22.7,0
Paddle - bo_13,310,500,20,2,2,3.15,0
Paddle - bo_13,311,500,180,18,1,23.24,0
Paddle - bo_13,312,500,140,14,2,14.18,0
Paddle - bo_13,313,500,10,1,0,0.74,0
Paddle - bo_13,314,500,50,5,2,4.64,0
Paddle - bo_13,315,500,10,1,13,23.11,0
Paddle - bo_13,316,500,10,1,0,0.11,0
Paddle - bo_13,317,500,10,1,0,1.61,0
Paddle - bo_13,318,500,20,2,3,3.01,0
Paddle - bo_13,319,500,110,11,1,10.34,0
Paddle - bo_13,320,500,10,1,0,2.08,0
Paddle - bo_13,321,500,10,1,0,3.66,0
Paddle - bo_13,322,500,40,4,0,2.24,0
Paddle - bo_13,323,500,10,1,0,0.5,0
Paddle - bo_13,324,500,160,16,1,7.25,0
Paddle - bo_13,325,500,50,5,0,3.98,0
Paddle - bo_13,326,500,20,2,1,3.2,0
Paddle - bo_13,327,500,10,1,2,2.91,0
Paddle - bo_13,328,500,20,2,1,2.97,0
Paddle - bo_13,329,500,130,13,1,15.26,0
Paddle - bo_13,330,500,110,11,1,11.01,0
Paddle - bo_13,331,500,10,1,1,2.04,0
Paddle - bo_13,332,500,10,1,1,1.36,0
Paddle - bo_13,333,500,0,0,0,1.93,0
Paddle - bo_13,334,500,20,2,1,2.87,0
Paddle - bo_13,335,500,40,4,0,2.17,0
Paddle - bo_13,336,500,10,1,0,1.24,0
Paddle - bo_13,337,500,180,18,8,25.33,0
Paddle - bo_13,338,500,10,1,0,0.67,0
Paddle - bo_13,339,500,10,1,2,4.5,0
Paddle - bo_13,340,500,150,15,1,15.94,0
Paddle - bo_13,341,500,50,5,1,3.28,0
Paddle - bo_13,342,500,10,1,0,0.91,0
Paddle - bo_13,343,500,20,2,2,8.14,0
Paddle - bo_13,344,500,30,3,2,6.94,0
Paddle - bo_13,345,500,10,1,0,0.58,0
Paddle - bo_13,346,500,10,1,2,3.32,0
Paddle - bo_13,347,500,30,3,0,1.83,0
Paddle - bo_13,348,500,80,8,2,4.58,0
Paddle - bo_13,349,500,20,2,1,2.18,0
Paddle - bo_13,350,500,170,17,1,7.77,0
Paddle - bo_13,351,500,10,1,0,0.91,0
Paddle - bo_13,352,500,110,11,1,7.14,0
Paddle - bo_13,353,500,160,16,1,6.08,0
Paddle - bo_13,354,500,10,1,0,0.46,0
Paddle - bo_13,355,500,110,11,1,6.77,0
Paddle - bo_13,356,500,20,2,2,15.64,0
Paddle - bo_13,357,500,0,0,0,1.67,0
Paddle - bo_13,358,500,10,1,2,2.96,0
Paddle - bo_13,359,500,110,11,2,12.77,0
Paddle - bo_13,360,500,80,8,1,12.26,0
Paddle - bo_13,361,500,170,17,1,10.06,0
Paddle - bo_13,362,500,10,1,0,0.55,0
Paddle - bo_13,363,500,50,5,0,4.74,0
Paddle - bo_13,364,500,10,1,0,1.66,0
Paddle - bo_13,365,500,30,3,1,6.76,0
Paddle - bo_13,366,500,100,10,1,3.97,0
Paddle - bo_13,367,500,10,1,0,0.57,0
Paddle - bo_13,368,500,20,2,1,2.44,0
Paddle - bo_13,369,500,90,9,1,6.02,0
Paddle - bo_13,370,500,20,2,0,2.49,0
Paddle - bo_13,371,500,10,1,1,1.49,0
Paddle - bo_13,372,500,50,5,1,2.71,0
Paddle - bo_13,373,500,10,1,0,0.59,0
Paddle - bo_13,374,500,10,1,0,0.87,0
Paddle - bo_13,375,500,10,1,0,0.73,0
Paddle - bo_13,376,500,10,1,0,4.48,0
Paddle - bo_13,377,500,10,1,0,1.84,0
Paddle - bo_13,378,500,90,9,2,12.68,0
Paddle - bo_13,379,500,20,2,1,2.28,0
Paddle - bo_13,380,500,10,1,1,3.46,0
Paddle - bo_13,381,500,30,3,1,3.13,0
Paddle - bo_13,382,500,10,1,0,0.52,0
Paddle - bo_13,383,500,20,2,1,3.02,0
Paddle - bo_13,384,500,30,3,0,3.22,0
Paddle - bo_13,385,500,30,3,0,2.79,0
Paddle - bo_13,386,500,50,5,1,3.34,0
Paddle - bo_13,387,500,40,4,2,9.67,0
Paddle - bo_13,388,500,110,11,1,11.74,0
Paddle - bo_13,389,500,20,2,1,3.31,0
Paddle - bo_13,390,500,10,1,0,0.36,0
Paddle - bo_13,391,500,80,8,1,5.5,0
Paddle - bo_13,392,500,40,4,2,5.34,0
Paddle - bo_13,393,500,170,17,1,9.79,0
Paddle - bo_13,394,500,50,5,1,3.54,0
Paddle - bo_13,395,500,10,1,0,1.71,0
Paddle - bo_13,396,500,20,2,0,3.07,0
Paddle - bo_13,397,500,20,2,2,8.44,0
Paddle - bo_13,398,500,140,14,1,9.85,0
Paddle - bo_13,399,500,40,4,0,2.39,0
Paddle - bo_13,400,500,20,2,2,4.14,0
Paddle - bo_13,401,500,10,1,1,2.77,0
Paddle - bo_13,402,500,150,15,3,16.61,0
Paddle - bo_13,403,500,10,1,0,1.2,0
Paddle - bo_13,404,500,20,2,2,3.78,0
Paddle - bo_13,405,500,10,1,2,3.41,0
Paddle - bo_13,406,500,170,17,2,20.58,0
Paddle - bo_13,407,500,20,2,2,3.55,0
Paddle - bo_13,408,500,10,1,2,3.87,0
Paddle - bo_13,409,500,140,14,1,14.33,0
Paddle - bo_13,410,500,20,2,1,3.55,0
Paddle - bo_13,411,500,20,2,2,3.57,0
Paddle - bo_13,412,500,100,10,10,22.87,0
Paddle - bo_13,413,500,10,1,1,3.34,0
Paddle - bo_13,414,500,120,12,3,14.77,0
Paddle - bo_13,415,500,30,3,0,1.96,0
Paddle - bo_13,416,500,10,1,1,3.02,0
Paddle - bo_13,417,500,60,6,1,4.53,0
Paddle - bo_13,418,500,20,2,2,3.23,0
Paddle - bo_13,419,500,70,7,1,10.54,0
Paddle - bo_13,420,500,50,5,4,8.05,0
Paddle - bo_13,421,500,20,2,0,2.23,0
Paddle - bo_13,422,500,40,4,2,4.67,0
Paddle - bo_13,423,500,10,1,0,2.46,0
Paddle - bo_13,424,500,70,7,0,5.71,0
Paddle - bo_13,425,500,30,3,1,5.05,0
Paddle - bo_13,426,500,140,14,1,14.76,0
Paddle - bo_13,427,500,80,8,0,3.44,0
Paddle - bo_13,428,500,10,1,0,0.87,0
Paddle - bo_13,429,500,30,3,0,2.95,0
Paddle - bo_13,430,500,10,1,0,0.6,0
Paddle - bo_13,431,500,30,3,1,4.84,0
Paddle - bo_13,432,500,10,1,1,0.98,0
Paddle - bo_13,433,500,70,7,1,7.52,0
Paddle - bo_13,434,500,50,5,0,3.98,0
Paddle - bo_13,435,500,150,15,0,11.9,0
Paddle - bo_13,436,500,30,3,0,1.98,0
Paddle - bo_13,437,500,0,0,0,1.95,0
Paddle - bo_13,438,500,110,11,5,19.37,0
Paddle - bo_13,439,500,20,2,2,4.95,0
Paddle - bo_13,440,500,10,1,1,1.16,0
Paddle - bo_13,441,500,20,2,1,3.56,0
Paddle - bo_13,442,500,10,1,0,2.07,0
Paddle - bo_13,443,500,20,2,2,15.74,0
Paddle - bo_13,444,500,90,9,2,8.32,0
Paddle - bo_13,445,500,60,6,4,7.53,0
Paddle - bo_13,446,500,140,14,2,12.92,0
Paddle - bo_13,447,500,80,8,0,3.12,0
Paddle - bo_13,448,500,50,5,4,6.54,0
Paddle - bo_13,449,500,100,10,1,11.56,0
Paddle - bo_13,450,500,120,12,1,6.62,0
Paddle - bo_13,451,500,10,1,0,0.72,0
Paddle - bo_13,452,500,110,11,1,10.99,0
Paddle - bo_13,453,500,100,10,3,7.74,0
Paddle - bo_13,454,500,70,7,1,5.37,0
Paddle - bo_13,455,500,10,1,1,0.8,0
Paddle - bo_13,456,500,20,2,1,3.4,0
Paddle - bo_13,457,500,100,10,2,7.86,0
Paddle - bo_13,458,500,110,11,2,5.83,0
Paddle - bo_13,459,500,100,10,2,11.6,0
Paddle - bo_13,460,500,140,14,2,20.81,0
Paddle - bo_13,461,500,30,3,1,3.86,0
Paddle - bo_13,462,500,40,4,0,2.54,0
Paddle - bo_13,463,500,140,14,1,10.4,0
Paddle - bo_13,464,500,20,2,1,2.82,0
Paddle - bo_13,465,500,50,5,1,4.99,0
Paddle - bo_13,466,500,140,14,0,8.33,0
Paddle - bo_13,467,500,180,18,1,16.68,0
Paddle - bo_13,468,500,10,1,0,0.99,0
Paddle - bo_13,469,500,120,12,1,10.99,0
Paddle - bo_13,470,500,90,9,1,10.7,0
Paddle - bo_13,471,500,10,1,1,2.66,0
Paddle - bo_13,472,500,80,8,1,11.2,0
Paddle - bo_13,473,500,10,1,1,4.77,0
Paddle - bo_13,474,500,50,5,0,2.66,0
Paddle - bo_13,475,500,10,1,2,4.27,0
Paddle - bo_13,476,500,190,19,3,21.45,0
Paddle - bo_13,477,500,40,4,0,3.17,0
Paddle - bo_13,478,500,20,2,1,3.59,0
Paddle - bo_13,479,500,10,1,1,2.51,0
Paddle - bo_13,480,500,20,2,1,3.2,0
Paddle - bo_13,481,500,120,12,2,16.63,0
Paddle - bo_13,482,500,20,2,2,6.52,0
Paddle - bo_13,483,500,70,7,5,9.91,0
Paddle - bo_13,484,500,140,14,2,15.13,0
Paddle - bo_13,485,500,60,6,0,2.65,0
Paddle - bo_13,486,500,100,10,0,5.58,0
Paddle - bo_13,487,500,40,4,0,1.79,0
Paddle - bo_13,488,500,10,1,0,0.64,0
Paddle - bo_13,489,500,30,3,1,5.73,0
Paddle - bo_13,490,500,60,6,1,5.91,0
Paddle - bo_13,491,500,130,13,1,6.64,0
Paddle - bo_13,492,500,130,13,2,15.12,0
Paddle - bo_13,493,500,210,21,2,32.37,1
Paddle - bo_13,494,500,60,6,0,14.97,0
Paddle - bo_13,495,500,10,1,2,2.64,0
Paddle - bo_13,496,500,100,10,0,8.29,0
Paddle - bo_13,497,500,30,3,40,61.59,0
Paddle - bo_13,498,500,100,10,0,5.02,0
Paddle - bo_13,499,500,190,19,3,9.24,0
Paddle - bo_13,500,500,20,2,1,3.84,0
