ModelName,GameNumber,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - bo_13,46,1398,170,17,1,16.23,0
Paddle - bo_13,47,1398,140,14,2,5.49,0
Paddle - bo_13,48,1398,10,1,0,1.22,0
Paddle - bo_13,49,1398,30,3,34,53.57,0
Paddle - bo_13,50,1398,10,1,2,2.91,0
Paddle - bo_13,51,1398,20,2,0,2.89,0
Paddle - bo_13,52,1398,20,2,1,2.83,0
Paddle - bo_13,53,1398,80,8,1,5.49,0
Paddle - bo_13,54,1398,90,9,1,12.42,0
Paddle - bo_13,55,1398,20,2,1,2.85,0
Paddle - bo_13,56,1398,20,2,0,1.9,0
Paddle - bo_13,57,1398,10,1,0,0.42,0
Paddle - bo_13,58,1398,40,4,1,6.12,0
Paddle - bo_13,59,1398,160,16,0,6.46,0
Paddle - bo_13,60,1398,10,1,0,0.38,0
Paddle - bo_13,61,1398,10,1,0,0.84,0
Paddle - bo_13,62,1398,210,21,3,27.8,1
Paddle - bo_13,63,1398,160,16,1,20.78,0
Paddle - bo_13,64,1398,10,1,0,1.12,0
Paddle - bo_13,65,1398,10,1,0,1.2,0
Paddle - bo_13,66,1398,20,2,0,2.21,0
Paddle - bo_13,67,1398,80,8,3,7.92,0
Paddle - bo_13,68,1398,90,9,1,5.84,0
Paddle - bo_13,69,1398,110,11,1,11.7,0
Paddle - bo_13,70,1398,110,11,0,6.64,0
Paddle - bo_13,71,1398,40,4,0,2.61,0
Paddle - bo_13,72,1398,130,13,2,13.51,0
Paddle - bo_13,73,1398,10,1,0,0.6,0
Paddle - bo_13,74,1398,100,10,3,10.51,0
Paddle - bo_13,75,1398,60,6,1,5.82,0
Paddle - bo_13,76,1398,120,12,2,10.59,0
Paddle - bo_13,77,1398,90,9,1,3.35,0
Paddle - bo_13,78,1398,0,0,11,18.96,0
Paddle - bo_13,79,1398,110,11,1,7.07,0
Paddle - bo_13,80,1398,50,5,1,2.81,0
Paddle - bo_13,81,1398,20,2,1,3.79,0
Paddle - bo_13,82,1398,10,1,0,0.74,0
Paddle - bo_13,83,1398,30,3,3,7.3,0
Paddle - bo_13,84,1398,50,5,3,5.82,0
Paddle - bo_13,85,1398,20,2,2,3.95,0
Paddle - bo_13,86,1398,20,2,1,4.48,0
Paddle - bo_13,87,1398,60,6,2,5.98,0
Paddle - bo_13,88,1398,190,19,2,11.44,0
Paddle - bo_13,89,1398,10,1,1,2.27,0
Paddle - bo_13,90,1398,40,4,1,5.88,0
Paddle - bo_13,91,1398,50,5,0,2.37,0
Paddle - bo_13,92,1398,40,4,0,5.9,0
Paddle - bo_13,93,1398,10,1,0,0.76,0
Paddle - bo_13,94,1398,10,1,2,3.77,0
Paddle - bo_13,95,1398,40,4,0,1.08,0
Paddle - bo_13,96,1398,110,11,1,11.82,0
Paddle - bo_13,97,1398,70,7,2,4.77,0
Paddle - bo_13,98,1398,10,1,0,0.9,0
Paddle - bo_13,99,1398,130,13,2,13.26,0
Paddle - bo_13,100,1398,30,3,34,38.41,0
Paddle - bo_13,101,1398,0,0,0,3.35,0
Paddle - bo_13,102,1398,100,10,1,10.71,0
Paddle - bo_13,103,1398,20,2,1,3.13,0
Paddle - bo_13,104,1398,20,2,1,2.99,0
Paddle - bo_13,105,1398,140,14,0,39.79,0
Paddle - bo_13,106,1398,10,1,0,0.98,0
Paddle - bo_13,107,1398,160,16,2,16.03,0
Paddle - bo_13,108,1398,20,2,0,2.05,0
Paddle - bo_13,109,1398,10,1,1,0.6,0
Paddle - bo_13,110,1398,150,15,0,16.93,0
Paddle - bo_13,111,1398,80,8,31,51.47,0
Paddle - bo_13,112,1398,200,20,1,33.18,0
Paddle - bo_13,113,1398,10,1,0,0.63,0
Paddle - bo_13,114,1398,110,11,1,11.42,0
Paddle - bo_13,115,1398,10,1,0,0.96,0
Paddle - bo_13,116,1398,10,1,2,4.51,0
Paddle - bo_13,117,1398,60,6,1,5.28,0
Paddle - bo_13,118,1398,50,5,1,2.71,0
Paddle - bo_13,119,1398,100,10,1,8.08,0
Paddle - bo_13,120,1398,10,1,2,3.09,0
Paddle - bo_13,121,1398,200,20,1,34.23,0
Paddle - bo_13,122,1398,10,1,0,0.3,0
Paddle - bo_13,123,1398,10,1,0,2.29,0
Paddle - bo_13,124,1398,130,13,1,14.81,0
Paddle - bo_13,125,1398,210,21,2,14.43,1
Paddle - bo_13,126,1398,130,13,1,7.5,0
Paddle - bo_13,127,1398,20,2,1,2.77,0
Paddle - bo_13,128,1398,20,2,1,3.17,0
Paddle - bo_13,129,1398,20,2,1,2.61,0
Paddle - bo_13,130,1398,80,8,0,4.27,0
Paddle - bo_13,131,1398,10,1,0,1.57,0
Paddle - bo_13,132,1398,20,2,2,4.37,0
Paddle - bo_13,133,1398,10,1,0,0.4,0
Paddle - bo_13,134,1398,10,1,0,1.35,0
Paddle - bo_13,135,1398,20,2,1,4.12,0
Paddle - bo_13,136,1398,20,2,1,1.86,0
Paddle - bo_13,137,1398,10,1,0,1.72,0
Paddle - bo_13,138,1398,100,10,1,12.91,0
Paddle - bo_13,139,1398,10,1,0,1.28,0
Paddle - bo_13,140,1398,90,9,2,12.5,0
Paddle - bo_13,141,1398,10,1,0,0.86,0
Paddle - bo_13,142,1398,10,1,0,2.39,0
Paddle - bo_13,143,1398,180,18,1,36.08,0
Paddle - bo_13,144,1398,140,14,0,4.71,0
Paddle - bo_13,145,1398,80,8,1,5.4,0
Paddle - bo_13,146,1398,110,11,1,6.64,0
Paddle - bo_13,147,1398,10,1,0,1.1,0
Paddle - bo_13,148,1398,20,2,1,3.95,0
Paddle - bo_13,149,1398,10,1,0,0.8,0
Paddle - bo_13,150,1398,140,14,1,18.89,0
Paddle - bo_13,151,1398,110,11,1,11.67,0
Paddle - bo_13,152,1398,80,8,1,29.46,0
Paddle - bo_13,153,1398,200,20,0,20.06,0
Paddle - bo_13,154,1398,120,12,1,7.7,0
Paddle - bo_13,155,1398,10,1,1,2.55,0
Paddle - bo_13,156,1398,90,9,2,13.16,0
Paddle - bo_13,157,1398,30,3,3,6.72,0
Paddle - bo_13,158,1398,40,4,10,16.61,0
Paddle - bo_13,159,1398,140,14,0,6.07,0
Paddle - bo_13,160,1398,20,2,2,2.45,0
Paddle - bo_13,161,1398,90,9,1,12.04,0
Paddle - bo_13,162,1398,160,16,1,12.83,0
Paddle - bo_13,163,1398,30,3,1,4.99,0
Paddle - bo_13,164,1398,150,15,1,19.46,0
Paddle - bo_13,165,1398,10,1,0,0.38,0
Paddle - bo_13,166,1398,50,5,3,6.84,0
Paddle - bo_13,167,1398,10,1,0,0.64,0
Paddle - bo_13,168,1398,10,1,1,3.07,0
Paddle - bo_13,169,1398,30,3,4,8.37,0
Paddle - bo_13,170,1398,100,10,3,8.21,0
Paddle - bo_13,171,1398,10,1,0,0.5,0
Paddle - bo_13,172,1398,10,1,2,3.39,0
Paddle - bo_13,173,1398,90,9,1,10.89,0
Paddle - bo_13,174,1398,170,17,2,23.09,0
Paddle - bo_13,175,1398,10,1,0,0.38,0
Paddle - bo_13,176,1398,90,9,2,8.06,0
Paddle - bo_13,177,1398,10,1,0,0.64,0
Paddle - bo_13,178,1398,10,1,0,0.48,0
Paddle - bo_13,179,1398,80,8,6,16.89,0
Paddle - bo_13,180,1398,10,1,0,0.78,0
Paddle - bo_13,181,1398,10,1,0,1.24,0
Paddle - bo_13,182,1398,10,1,0,0.82,0
Paddle - bo_13,183,1398,40,4,1,3.47,0
Paddle - bo_13,184,1398,10,1,0,3.49,0
Paddle - bo_13,185,1398,60,6,1,5.78,0
Paddle - bo_13,186,1398,20,2,2,3.26,0
Paddle - bo_13,187,1398,180,18,2,26.49,0
Paddle - bo_13,188,1398,70,7,4,14.56,0
Paddle - bo_13,189,1398,40,4,0,1.52,0
Paddle - bo_13,190,1398,10,1,0,0.5,0
Paddle - bo_13,191,1398,210,21,2,17.25,1
Paddle - bo_13,192,1398,70,7,0,6.42,0
Paddle - bo_13,193,1398,10,1,1,0.44,0
Paddle - bo_13,194,1398,10,1,1,4.27,0
Paddle - bo_13,195,1398,80,8,0,5.01,0
Paddle - bo_13,196,1398,30,3,0,3.71,0
Paddle - bo_13,197,1398,10,1,1,4.97,0
Paddle - bo_13,198,1398,10,1,2,4.99,0
Paddle - bo_13,199,1398,40,4,1,3.95,0
Paddle - bo_13,200,1398,10,1,1,0.72,0
Paddle - bo_13,201,1398,40,4,1,3.13,0
Paddle - bo_13,202,1398,10,1,0,0.74,0
Paddle - bo_13,203,1398,70,7,0,10.05,0
Paddle - bo_13,204,1398,10,1,2,2.39,0
Paddle - bo_13,205,1398,160,16,1,30.55,0
Paddle - bo_13,206,1398,20,2,1,3.27,0
Paddle - bo_13,207,1398,30,3,2,7.56,0
Paddle - bo_13,208,1398,90,9,2,12.31,0
Paddle - bo_13,209,1398,20,2,1,3.09,0
Paddle - bo_13,210,1398,120,12,0,7.6,0
Paddle - bo_13,211,1398,90,9,1,11.03,0
Paddle - bo_13,212,1398,10,1,0,1.52,0
Paddle - bo_13,213,1398,20,2,0,7.26,0
Paddle - bo_13,214,1398,100,10,0,3.87,0
Paddle - bo_13,215,1398,10,1,2,3.37,0
Paddle - bo_13,216,1398,10,1,0,0.94,0
Paddle - bo_13,217,1398,10,1,0,1.3,0
Paddle - bo_13,218,1398,10,1,0,1.04,0
Paddle - bo_13,219,1398,100,10,1,11.43,0
Paddle - bo_13,220,1398,30,3,2,7.42,0
Paddle - bo_13,221,1398,160,16,2,10.51,0
Paddle - bo_13,222,1398,30,3,3,6.02,0
Paddle - bo_13,223,1398,80,8,0,4.85,0
Paddle - bo_13,224,1398,100,10,2,7.2,0
Paddle - bo_13,225,1398,110,11,1,8.18,0
Paddle - bo_13,226,1398,90,9,1,4.69,0
Paddle - bo_13,227,1398,40,4,6,14.44,0
Paddle - bo_13,228,1398,180,18,2,23.77,0
Paddle - bo_13,229,1398,40,4,0,2.49,0
Paddle - bo_13,230,1398,10,1,0,0.5,0
Paddle - bo_13,231,1398,20,2,1,4.23,0
Paddle - bo_13,232,1398,130,13,2,7.2,0
Paddle - bo_13,233,1398,90,9,1,8,0
Paddle - bo_13,234,1398,10,1,0,1.18,0
Paddle - bo_13,235,1398,100,10,0,5.9,0
Paddle - bo_13,236,1398,110,11,1,11.92,0
Paddle - bo_13,237,1398,10,1,1,2.85,0
Paddle - bo_13,238,1398,20,2,0,1.94,0
Paddle - bo_13,239,1398,100,10,1,11.2,0
Paddle - bo_13,240,1398,110,11,1,11.34,0
Paddle - bo_13,241,1398,30,3,1,4.29,0
Paddle - bo_13,242,1398,10,1,0,0.46,0
Paddle - bo_13,243,1398,210,21,4,21.26,1
Paddle - bo_13,244,1398,100,10,2,7.16,0
Paddle - bo_13,245,1398,100,10,1,10.95,0
Paddle - bo_13,246,1398,20,2,2,3.85,0
Paddle - bo_13,247,1398,40,4,3,7.94,0
Paddle - bo_13,248,1398,140,14,1,24.37,0
Paddle - bo_13,249,1398,20,2,2,3.65,0
Paddle - bo_13,250,1398,60,6,3,7.66,0
Paddle - bo_13,251,1398,140,14,4,16.53,0
Paddle - bo_13,252,1398,20,2,1,4.31,0
Paddle - bo_13,253,1398,20,2,0,2.54,0
Paddle - bo_13,254,1398,110,11,0,4.61,0
Paddle - bo_13,255,1398,50,5,2,5.82,0
Paddle - bo_13,256,1398,140,14,3,16.04,0
Paddle - bo_13,257,1398,50,5,2,4.03,0
Paddle - bo_13,258,1398,10,1,2,3.39,0
Paddle - bo_13,259,1398,10,1,0,1.22,0
Paddle - bo_13,260,1398,10,1,0,1.42,0
Paddle - bo_13,261,1398,20,2,1,5.68,0
Paddle - bo_13,262,1398,10,1,0,0.46,0
Paddle - bo_13,263,1398,10,1,1,0.96,0
Paddle - bo_13,264,1398,30,3,2,14.83,0
Paddle - bo_13,265,1398,150,15,1,13.88,0
Paddle - bo_13,266,1398,170,17,4,20.43,0
Paddle - bo_13,267,1398,20,2,1,4.63,0
Paddle - bo_13,268,1398,10,1,0,0.56,0
Paddle - bo_13,269,1398,10,1,0,0.56,0
Paddle - bo_13,270,1398,30,3,0,3.06,0
Paddle - bo_13,271,1398,70,7,0,4.98,0
Paddle - bo_13,272,1398,10,1,0,1.78,0
Paddle - bo_13,273,1398,50,5,1,3.17,0
Paddle - bo_13,274,1398,50,5,0,2.79,0
Paddle - bo_13,275,1398,10,1,1,3.37,0
Paddle - bo_13,276,1398,50,5,3,7.94,0
Paddle - bo_13,277,1398,130,13,2,17.25,0
Paddle - bo_13,278,1398,10,1,2,2.83,0
Paddle - bo_13,279,1398,20,2,2,4.27,0
Paddle - bo_13,280,1398,110,11,1,5.32,0
Paddle - bo_13,281,1398,20,2,8,13.02,0
Paddle - bo_13,282,1398,70,7,1,7.86,0
Paddle - bo_13,283,1398,90,9,1,13.28,0
Paddle - bo_13,284,1398,130,13,15,31.43,0
Paddle - bo_13,285,1398,160,16,1,20.02,0
Paddle - bo_13,286,1398,10,1,2,4.19,0
Paddle - bo_13,287,1398,50,5,0,2.51,0
Paddle - bo_13,288,1398,10,1,1,0.64,0
Paddle - bo_13,289,1398,140,14,2,13.62,0
Paddle - bo_13,290,1398,10,1,0,1.82,0
Paddle - bo_13,291,1398,150,15,3,17.73,0
Paddle - bo_13,292,1398,160,16,1,21.29,0
Paddle - bo_13,293,1398,100,10,1,14.71,0
Paddle - bo_13,294,1398,10,1,0,0.08,0
Paddle - bo_13,295,1398,20,2,1,0.88,0
Paddle - bo_13,296,1398,90,9,1,10.85,0
Paddle - bo_13,297,1398,20,2,0,2,0
Paddle - bo_13,298,1398,70,7,1,7.76,0
Paddle - bo_13,299,1398,160,16,1,24.53,0
Paddle - bo_13,300,1398,10,1,3,3.81,0
Paddle - bo_13,301,1398,20,2,1,4.66,0
Paddle - bo_13,302,1398,10,1,0,0.47,0
Paddle - bo_13,303,1398,10,1,0,0.6,0
Paddle - bo_13,304,1398,10,1,1,2.35,0
Paddle - bo_13,305,1398,70,7,1,3.79,0
Paddle - bo_13,306,1398,70,7,3,13.08,0
Paddle - bo_13,307,1398,60,6,0,2.42,0
Paddle - bo_13,308,1398,0,0,40,62.1,0
Paddle - bo_13,309,1398,20,2,1,4.28,0
Paddle - bo_13,310,1398,20,2,1,4.57,0
Paddle - bo_13,311,1398,10,1,0,0.88,0
Paddle - bo_13,312,1398,20,2,0,2.21,0
Paddle - bo_13,313,1398,30,3,2,4.55,0
Paddle - bo_13,314,1398,20,2,1,4.41,0
Paddle - bo_13,315,1398,10,1,0,0.88,0
Paddle - bo_13,316,1398,10,1,0,1.08,0
Paddle - bo_13,317,1398,20,2,0,3.11,0
Paddle - bo_13,318,1398,160,16,0,8.89,0
Paddle - bo_13,319,1398,10,1,0,0.84,0
Paddle - bo_13,320,1398,30,3,0,3.15,0
Paddle - bo_13,321,1398,100,10,1,10.31,0
Paddle - bo_13,322,1398,20,2,2,8.45,0
Paddle - bo_13,323,1398,60,6,2,4.99,0
Paddle - bo_13,324,1398,10,1,1,1.38,0
Paddle - bo_13,325,1398,10,1,0,0.58,0
Paddle - bo_13,326,1398,10,1,0,0.76,0
Paddle - bo_13,327,1398,30,3,3,5.93,0
Paddle - bo_13,328,1398,90,9,0,2.77,0
Paddle - bo_13,329,1398,10,1,1,4.93,0
Paddle - bo_13,330,1398,10,1,0,0.18,0
Paddle - bo_13,331,1398,70,7,1,6.39,0
Paddle - bo_13,332,1398,60,6,0,4.47,0
Paddle - bo_13,333,1398,100,10,1,11.54,0
Paddle - bo_13,334,1398,120,12,1,13.78,0
Paddle - bo_13,335,1398,70,7,3,5.28,0
Paddle - bo_13,336,1398,150,15,0,7.2,0
Paddle - bo_13,337,1398,20,2,3,3.59,0
Paddle - bo_13,338,1398,20,2,1,3.55,0
Paddle - bo_13,339,1398,140,14,1,13.93,0
Paddle - bo_13,340,1398,140,14,1,7.35,0
Paddle - bo_13,341,1398,90,9,1,6.44,0
Paddle - bo_13,342,1398,10,1,0,0.66,0
Paddle - bo_13,343,1398,20,2,5,17.52,0
Paddle - bo_13,344,1398,10,1,0,2.53,0
Paddle - bo_13,345,1398,30,3,1,3.99,0
Paddle - bo_13,346,1398,130,13,1,7.56,0
Paddle - bo_13,347,1398,40,4,1,8.63,0
Paddle - bo_13,348,1398,10,1,0,0.88,0
Paddle - bo_13,349,1398,50,5,2,7.2,0
Paddle - bo_13,350,1398,180,18,1,8.08,0
Paddle - bo_13,351,1398,120,12,3,15.17,0
Paddle - bo_13,352,1398,10,1,0,1.92,0
Paddle - bo_13,353,1398,110,11,2,8.23,0
Paddle - bo_13,354,1398,10,1,0,2.93,0
Paddle - bo_13,355,1398,40,4,0,3.29,0
Paddle - bo_13,356,1398,10,1,0,1.12,0
Paddle - bo_13,357,1398,110,11,1,6.08,0
Paddle - bo_13,358,1398,10,1,1,2.57,0
Paddle - bo_13,359,1398,100,10,1,11.4,0
Paddle - bo_13,360,1398,10,1,0,0.82,0
Paddle - bo_13,361,1398,40,4,23,36.19,0
Paddle - bo_13,362,1398,170,17,1,20.28,0
Paddle - bo_13,363,1398,10,1,0,0.54,0
Paddle - bo_13,364,1398,90,9,0,4.93,0
Paddle - bo_13,365,1398,10,1,0,0.84,0
Paddle - bo_13,366,1398,10,1,0,0.84,0
Paddle - bo_13,367,1398,10,1,1,3.4,0
Paddle - bo_13,368,1398,0,0,0,4.23,0
Paddle - bo_13,369,1398,30,3,2,4.03,0
Paddle - bo_13,370,1398,20,2,2,3.23,0
Paddle - bo_13,371,1398,130,13,0,12.59,0
Paddle - bo_13,372,1398,30,3,5,6.56,0
Paddle - bo_13,373,1398,20,2,1,3.11,0
Paddle - bo_13,374,1398,90,9,0,4.71,0
Paddle - bo_13,375,1398,20,2,2,4.09,0
Paddle - bo_13,376,1398,40,4,0,2.17,0
Paddle - bo_13,377,1398,40,4,0,1.84,0
Paddle - bo_13,378,1398,10,1,0,0.8,0
Paddle - bo_13,379,1398,10,1,0,1.96,0
Paddle - bo_13,380,1398,10,1,0,0.62,0
Paddle - bo_13,381,1398,180,18,4,15.05,0
Paddle - bo_13,382,1398,100,10,2,12.66,0
Paddle - bo_13,383,1398,80,8,3,8.32,0
Paddle - bo_13,384,1398,10,1,1,2.23,0
Paddle - bo_13,385,1398,30,3,1,2.65,0
Paddle - bo_13,386,1398,80,8,1,9.95,0
Paddle - bo_13,387,1398,10,1,0,3.95,0
Paddle - bo_13,388,1398,10,1,0,1.12,0
Paddle - bo_13,389,1398,60,6,5,13.14,0
Paddle - bo_13,390,1398,190,19,3,15.69,0
Paddle - bo_13,391,1398,20,2,1,3.39,0
Paddle - bo_13,392,1398,10,1,0,2.21,0
Paddle - bo_13,393,1398,10,1,0,0.98,0
Paddle - bo_13,394,1398,40,4,1,8.47,0
Paddle - bo_13,395,1398,20,2,2,5.94,0
Paddle - bo_13,396,1398,20,2,0,2.55,0
Paddle - bo_13,397,1398,10,1,1,3.23,0
Paddle - bo_13,398,1398,20,2,1,3.33,0
Paddle - bo_13,399,1398,0,0,5,9.69,0
Paddle - bo_13,400,1398,40,4,1,3.35,0
Paddle - bo_13,401,1398,10,1,0,0.74,0
Paddle - bo_13,402,1398,10,1,0,0.32,0
Paddle - bo_13,403,1398,10,1,0,0.5,0
Paddle - bo_13,404,1398,10,1,0,1.26,0
Paddle - bo_13,405,1398,10,1,1,1.8,0
Paddle - bo_13,406,1398,10,1,0,0.9,0
Paddle - bo_13,407,1398,60,6,2,6.17,0
Paddle - bo_13,408,1398,30,3,1,5.17,0
Paddle - bo_13,409,1398,10,1,1,2.77,0
Paddle - bo_13,410,1398,110,11,0,5.01,0
Paddle - bo_13,411,1398,40,4,1,3.85,0
Paddle - bo_13,412,1398,170,17,1,8,0
Paddle - bo_13,413,1398,80,8,4,14.93,0
Paddle - bo_13,414,1398,90,9,3,14.29,0
Paddle - bo_13,415,1398,20,2,0,2.19,0
Paddle - bo_13,416,1398,10,1,0,5.62,0
Paddle - bo_13,417,1398,40,4,0,2.51,0
Paddle - bo_13,418,1398,20,2,0,3.31,0
Paddle - bo_13,419,1398,190,19,1,26.34,0
Paddle - bo_13,420,1398,20,2,1,5.72,0
Paddle - bo_13,421,1398,10,1,1,1.4,0
Paddle - bo_13,422,1398,10,1,0,0.68,0
Paddle - bo_13,423,1398,20,2,2,3.13,0
Paddle - bo_13,424,1398,10,1,0,1.3,0
Paddle - bo_13,425,1398,170,17,2,15.95,0
Paddle - bo_13,426,1398,140,14,2,14.69,0
Paddle - bo_13,427,1398,180,18,1,14.5,0
Paddle - bo_13,428,1398,70,7,1,9.82,0
Paddle - bo_13,429,1398,10,1,0,0.58,0
Paddle - bo_13,430,1398,160,16,1,21.95,0
Paddle - bo_13,431,1398,170,17,2,8.35,0
Paddle - bo_13,432,1398,20,2,2,2.87,0
Paddle - bo_13,433,1398,150,15,3,16.27,0
Paddle - bo_13,434,1398,10,1,2,16.61,0
Paddle - bo_13,435,1398,40,4,1,2.59,0
Paddle - bo_13,436,1398,40,4,0,2.49,0
Paddle - bo_13,437,1398,150,15,5,18.37,0
Paddle - bo_13,438,1398,90,9,1,3.13,0
Paddle - bo_13,439,1398,20,2,2,5.91,0
Paddle - bo_13,440,1398,20,2,1,3.1,0
Paddle - bo_13,441,1398,10,1,0,0.72,0
Paddle - bo_13,442,1398,10,1,1,3.25,0
Paddle - bo_13,443,1398,100,10,2,6.93,0
Paddle - bo_13,444,1398,20,2,0,1.89,0
Paddle - bo_13,445,1398,10,1,2,3.69,0
Paddle - bo_13,446,1398,150,15,3,12.57,0
Paddle - bo_13,447,1398,10,1,0,0.74,0
Paddle - bo_13,448,1398,200,20,3,16.66,0
Paddle - bo_13,449,1398,60,6,2,4.75,0
Paddle - bo_13,450,1398,40,4,0,2.77,0
Paddle - bo_13,451,1398,150,15,1,19.1,0
Paddle - bo_13,452,1398,70,7,2,9.63,0
Paddle - bo_13,453,1398,20,2,0,1.96,0
Paddle - bo_13,454,1398,110,11,2,13.82,0
Paddle - bo_13,455,1398,160,16,0,8.1,0
Paddle - bo_13,456,1398,60,6,2,3.19,0
Paddle - bo_13,457,1398,30,3,4,6.46,0
Paddle - bo_13,458,1398,20,2,1,3.97,0
Paddle - bo_13,459,1398,90,9,4,14.63,0
Paddle - bo_13,460,1398,110,11,1,5.24,0
Paddle - bo_13,461,1398,140,14,1,11.44,0
Paddle - bo_13,462,1398,10,1,0,0.82,0
Paddle - bo_13,463,1398,20,2,1,4.19,0
Paddle - bo_13,464,1398,10,1,0,0.82,0
Paddle - bo_13,465,1398,10,1,0,1.58,0
Paddle - bo_13,466,1398,10,1,0,1.66,0
Paddle - bo_13,467,1398,10,1,1,1.48,0
Paddle - bo_13,468,1398,170,17,0,18.9,0
Paddle - bo_13,469,1398,70,7,2,8.73,0
Paddle - bo_13,470,1398,150,15,0,7.52,0
Paddle - bo_13,471,1398,10,1,0,0.36,0
Paddle - bo_13,472,1398,170,17,0,13.3,0
Paddle - bo_13,473,1398,130,13,3,24.04,0
Paddle - bo_13,474,1398,10,1,0,1.32,0
Paddle - bo_13,475,1398,100,10,0,4.71,0
Paddle - bo_13,476,1398,10,1,1,4.53,0
Paddle - bo_13,477,1398,80,8,1,5.05,0
Paddle - bo_13,478,1398,10,1,0,0.66,0
Paddle - bo_13,479,1398,20,2,2,4.95,0
Paddle - bo_13,480,1398,30,3,2,4.57,0
Paddle - bo_13,481,1398,10,1,0,0.7,0
Paddle - bo_13,482,1398,10,1,0,0.88,0
Paddle - bo_13,483,1398,110,11,1,7.46,0
Paddle - bo_13,484,1398,10,1,0,0.78,0
Paddle - bo_13,485,1398,160,16,12,28.32,0
Paddle - bo_13,486,1398,40,4,0,3.67,0
Paddle - bo_13,487,1398,120,12,0,38.04,0
Paddle - bo_13,488,1398,10,1,0,0.94,0
Paddle - bo_13,489,1398,170,17,0,7.76,0
Paddle - bo_13,490,1398,10,1,0,0.58,0
Paddle - bo_13,491,1398,20,2,1,3.33,0
Paddle - bo_13,492,1398,130,13,0,6.5,0
Paddle - bo_13,493,1398,170,17,3,15.29,0
Paddle - bo_13,494,1398,10,1,0,0.82,0
Paddle - bo_13,495,1398,20,2,0,1.5,0
Paddle - bo_13,496,1398,120,12,0,7.2,0
Paddle - bo_13,497,1398,20,2,2,3.31,0
Paddle - bo_13,498,1398,10,1,0,1.38,0
Paddle - bo_13,499,1398,150,15,1,20.26,0
Paddle - bo_13,500,1398,130,13,2,11.6,0
Paddle - bo_13,501,1398,120,12,4,10.26,0
Paddle - bo_13,502,1398,60,6,0,6,0
Paddle - bo_13,503,1398,20,2,11,14.47,0
Paddle - bo_13,504,1398,40,4,1,4.95,0
Paddle - bo_13,505,1398,40,4,0,2.09,0
Paddle - bo_13,506,1398,70,7,0,6.44,0
Paddle - bo_13,507,1398,10,1,0,1.2,0
Paddle - bo_13,508,1398,10,1,0,0.48,0
Paddle - bo_13,509,1398,10,1,0,0.36,0
Paddle - bo_13,510,1398,10,1,0,1.3,0
Paddle - bo_13,511,1398,10,1,0,0.96,0
Paddle - bo_13,512,1398,40,4,0,1.8,0
Paddle - bo_13,513,1398,160,16,4,20.92,0
Paddle - bo_13,514,1398,10,1,0,1.76,0
Paddle - bo_13,515,1398,10,1,0,0.92,0
