ModelName,GameNumber,ID_RunTime,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - bo_13,62,150,2/16/2021 9:33:47 PM,40,4,1,2.87,0
Paddle - bo_13,63,150,2/16/2021 9:33:47 PM,110,11,2,13.68,0
Paddle - bo_13,64,150,2/16/2021 9:33:47 PM,10,1,0,1.06,0
Paddle - bo_13,65,150,2/16/2021 9:33:47 PM,10,1,0,1.77,0
Paddle - bo_13,66,150,2/16/2021 9:33:47 PM,160,16,1,8.43,0
Paddle - bo_13,67,150,2/16/2021 9:33:47 PM,10,1,0,1.16,0
Paddle - bo_13,68,150,2/16/2021 9:33:47 PM,10,1,2,4.65,0
Paddle - bo_13,69,150,2/16/2021 9:33:47 PM,30,3,1,2.63,0
Paddle - bo_13,70,150,2/16/2021 9:33:47 PM,180,18,2,10.12,0
Paddle - bo_13,71,150,2/16/2021 9:33:47 PM,10,1,0,0.68,0
Paddle - bo_13,72,150,2/16/2021 9:33:47 PM,70,7,0,6.5,0
Paddle - bo_13,73,150,2/16/2021 9:33:47 PM,20,2,1,4.71,0
Paddle - bo_13,74,150,2/16/2021 9:33:47 PM,90,9,1,10.59,0
Paddle - bo_13,75,150,2/16/2021 9:33:47 PM,10,1,0,0.56,0
Paddle - bo_13,76,150,2/16/2021 9:33:47 PM,80,8,0,3.31,0
Paddle - bo_13,77,150,2/16/2021 9:33:47 PM,170,17,1,13.46,0
Paddle - bo_13,78,150,2/16/2021 9:33:47 PM,160,16,1,10.31,0
Paddle - bo_13,79,150,2/16/2021 9:33:47 PM,70,7,3,8.08,0
Paddle - bo_13,80,150,2/16/2021 9:33:47 PM,110,11,1,10.57,0
Paddle - bo_13,81,150,2/16/2021 9:33:47 PM,20,2,3,3.17,0
Paddle - bo_13,82,150,2/16/2021 9:33:47 PM,70,7,1,5.86,0
Paddle - bo_13,83,150,2/16/2021 9:33:47 PM,120,12,1,10.25,0
Paddle - bo_13,84,150,2/16/2021 9:33:47 PM,0,0,0,2.79,0
Paddle - bo_13,85,150,2/16/2021 9:33:47 PM,100,10,1,4.87,0
Paddle - bo_13,86,150,2/16/2021 9:33:47 PM,10,1,2,3.4,0
Paddle - bo_13,87,150,2/16/2021 9:33:47 PM,20,2,2,3.63,0
Paddle - bo_13,88,150,2/16/2021 9:33:47 PM,150,15,2,14.93,0
Paddle - bo_13,89,150,2/16/2021 9:33:47 PM,90,9,2,11.81,0
Paddle - bo_13,90,150,2/16/2021 9:33:47 PM,70,7,0,6.36,0
Paddle - bo_13,91,150,2/16/2021 9:33:47 PM,120,12,0,5.5,0
Paddle - bo_13,92,150,2/16/2021 9:33:47 PM,30,3,1,3.93,0
Paddle - bo_13,93,150,2/16/2021 9:33:47 PM,100,10,0,10.64,0
Paddle - bo_13,94,150,2/16/2021 9:33:47 PM,190,19,1,17.58,0
Paddle - bo_13,95,150,2/16/2021 9:33:47 PM,50,5,1,4.03,0
Paddle - bo_13,96,150,2/16/2021 9:33:47 PM,70,7,2,6.8,0
Paddle - bo_13,97,150,2/16/2021 9:33:47 PM,160,16,1,24,0
Paddle - bo_13,98,150,2/16/2021 9:33:47 PM,70,7,1,4.73,0
Paddle - bo_13,99,150,2/16/2021 9:33:47 PM,160,16,7,22.86,0
Paddle - bo_13,100,150,2/16/2021 9:33:47 PM,10,1,2,4.09,0
Paddle - bo_13,101,150,2/16/2021 9:33:47 PM,110,11,3,14.5,0
Paddle - bo_13,102,150,2/16/2021 9:33:47 PM,10,1,0,0.88,0
Paddle - bo_13,103,150,2/16/2021 9:33:47 PM,10,1,0,1.14,0
Paddle - bo_13,104,150,2/16/2021 9:33:47 PM,10,1,0,0.78,0
Paddle - bo_13,105,150,2/16/2021 9:33:47 PM,100,10,2,7.74,0
Paddle - bo_13,106,150,2/16/2021 9:33:47 PM,60,6,3,7.37,0
Paddle - bo_13,107,150,2/16/2021 9:33:47 PM,10,1,1,1.56,0
Paddle - bo_13,108,150,2/16/2021 9:33:47 PM,10,1,2,2.59,0
Paddle - bo_13,109,150,2/16/2021 9:33:47 PM,10,1,0,0.62,0
Paddle - bo_13,110,150,2/16/2021 9:33:47 PM,120,12,1,6.7,0
Paddle - bo_13,111,150,2/16/2021 9:33:47 PM,70,7,0,4.57,0
Paddle - bo_13,112,150,2/16/2021 9:33:47 PM,10,1,0,0.74,0
Paddle - bo_13,113,150,2/16/2021 9:33:47 PM,30,3,2,7,0
Paddle - bo_13,114,150,2/16/2021 9:33:47 PM,180,18,5,14.87,0
Paddle - bo_13,115,150,2/16/2021 9:33:47 PM,10,1,0,1.04,0
Paddle - bo_13,116,150,2/16/2021 9:33:47 PM,180,18,1,14.25,0
Paddle - bo_13,117,150,2/16/2021 9:33:47 PM,90,9,2,12.59,0
Paddle - bo_13,118,150,2/16/2021 9:33:47 PM,140,14,2,13.39,0
Paddle - bo_13,119,150,2/16/2021 9:33:47 PM,20,2,1,1.78,0
Paddle - bo_13,120,150,2/16/2021 9:33:47 PM,10,1,0,0.66,0
Paddle - bo_13,121,150,2/16/2021 9:33:47 PM,10,1,0,0.54,0
Paddle - bo_13,122,150,2/16/2021 9:33:47 PM,10,1,0,1.61,0
Paddle - bo_13,123,150,2/16/2021 9:33:47 PM,10,1,0,2.95,0
Paddle - bo_13,124,150,2/16/2021 9:33:47 PM,10,1,0,0.76,0
Paddle - bo_13,125,150,2/16/2021 9:33:47 PM,10,1,0,0.58,0
Paddle - bo_13,126,150,2/16/2021 9:33:47 PM,30,3,1,5.98,0
Paddle - bo_13,127,150,2/16/2021 9:33:47 PM,10,1,0,0.9,0
Paddle - bo_13,128,150,2/16/2021 9:33:47 PM,10,1,0,0.56,0
Paddle - bo_13,129,150,2/16/2021 9:33:47 PM,10,1,2,4.58,0
Paddle - bo_13,130,150,2/16/2021 9:33:47 PM,10,1,0,1.72,0
Paddle - bo_13,131,150,2/16/2021 9:33:47 PM,170,17,1,14.54,0
Paddle - bo_13,132,150,2/16/2021 9:33:47 PM,130,13,3,16.59,0
Paddle - bo_13,133,150,2/16/2021 9:33:47 PM,10,1,0,0.28,0
Paddle - bo_13,134,150,2/16/2021 9:33:47 PM,60,6,0,2.31,0
Paddle - bo_13,135,150,2/16/2021 9:33:47 PM,0,0,0,2.13,0
Paddle - bo_13,136,150,2/16/2021 9:33:47 PM,10,1,0,0.56,0
Paddle - bo_13,137,150,2/16/2021 9:33:47 PM,30,3,0,1.54,0
Paddle - bo_13,138,150,2/16/2021 9:33:47 PM,10,1,0,0.82,0
Paddle - bo_13,139,150,2/16/2021 9:33:47 PM,10,1,0,1.1,0
Paddle - bo_13,140,150,2/16/2021 9:33:47 PM,180,18,0,7.7,0
Paddle - bo_13,141,150,2/16/2021 9:33:47 PM,20,2,0,3.53,0
Paddle - bo_13,142,150,2/16/2021 9:33:47 PM,90,9,1,10.59,0
Paddle - bo_13,143,150,2/16/2021 9:33:47 PM,150,15,1,13.53,0
Paddle - bo_13,144,150,2/16/2021 9:33:47 PM,10,1,0,1.32,0
Paddle - bo_13,145,150,2/16/2021 9:33:47 PM,110,11,0,5.98,0
Paddle - bo_13,146,150,2/16/2021 9:33:47 PM,0,0,14,24.31,0
Paddle - bo_13,147,150,2/16/2021 9:33:47 PM,130,13,3,12.68,0
Paddle - bo_13,148,150,2/16/2021 9:33:47 PM,20,2,2,7.44,0
Paddle - bo_13,149,150,2/16/2021 9:33:47 PM,10,1,0,4.11,0
Paddle - bo_13,150,150,2/16/2021 9:33:47 PM,20,2,0,2.29,0
