ModelName,GameNumber,ID_RunTime,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - lc_33_2M,116,2000,2/28/2021 8:37:55 PM,180,18,3,23.07,0
Paddle - lc_33_2M,117,2000,2/28/2021 8:37:55 PM,50,5,3,6.16,0
Paddle - lc_33_2M,118,2000,2/28/2021 8:37:55 PM,170,17,3,17.96,0
Paddle - lc_33_2M,119,2000,2/28/2021 8:37:55 PM,150,15,1,21.49,0
Paddle - lc_33_2M,120,2000,2/28/2021 8:37:55 PM,40,4,0,2.52,0
Paddle - lc_33_2M,121,2000,2/28/2021 8:37:55 PM,180,18,2,8.73,0
Paddle - lc_33_2M,122,2000,2/28/2021 8:37:55 PM,10,1,1,3.19,0
Paddle - lc_33_2M,123,2000,2/28/2021 8:37:55 PM,120,12,2,11.1,0
Paddle - lc_33_2M,124,2000,2/28/2021 8:37:55 PM,20,2,2,4.11,0
Paddle - lc_33_2M,125,2000,2/28/2021 8:37:55 PM,90,9,1,8.86,0
Paddle - lc_33_2M,126,2000,2/28/2021 8:37:55 PM,140,14,0,6.89,0
Paddle - lc_33_2M,127,2000,2/28/2021 8:37:55 PM,50,5,3,5.54,0
Paddle - lc_33_2M,128,2000,2/28/2021 8:37:55 PM,70,7,5,13.25,0
Paddle - lc_33_2M,129,2000,2/28/2021 8:37:55 PM,10,1,0,3.07,0
Paddle - lc_33_2M,130,2000,2/28/2021 8:37:55 PM,30,3,1,4.17,0
Paddle - lc_33_2M,131,2000,2/28/2021 8:37:55 PM,100,10,1,11.77,0
Paddle - lc_33_2M,132,2000,2/28/2021 8:37:55 PM,10,1,1,2.76,0
Paddle - lc_33_2M,133,2000,2/28/2021 8:37:55 PM,20,2,1,3.77,0
Paddle - lc_33_2M,134,2000,2/28/2021 8:37:55 PM,150,15,2,16.78,0
Paddle - lc_33_2M,135,2000,2/28/2021 8:37:55 PM,70,7,1,6.24,0
Paddle - lc_33_2M,136,2000,2/28/2021 8:37:55 PM,190,19,4,29.69,0
Paddle - lc_33_2M,137,2000,2/28/2021 8:37:55 PM,70,7,3,6.32,0
Paddle - lc_33_2M,138,2000,2/28/2021 8:37:55 PM,160,16,4,17.04,0
Paddle - lc_33_2M,139,2000,2/28/2021 8:37:55 PM,140,14,1,7.16,0
Paddle - lc_33_2M,140,2000,2/28/2021 8:37:55 PM,50,5,3,6.32,0
Paddle - lc_33_2M,141,2000,2/28/2021 8:37:55 PM,20,2,1,4.64,0
Paddle - lc_33_2M,142,2000,2/28/2021 8:37:55 PM,40,4,0,2.74,0
Paddle - lc_33_2M,143,2000,2/28/2021 8:37:55 PM,10,1,3,2.64,0
Paddle - lc_33_2M,144,2000,2/28/2021 8:37:55 PM,50,5,1,3.63,0
Paddle - lc_33_2M,145,2000,2/28/2021 8:37:55 PM,150,15,2,13.79,0
Paddle - lc_33_2M,146,2000,2/28/2021 8:37:55 PM,20,2,0,2.79,0
Paddle - lc_33_2M,147,2000,2/28/2021 8:37:55 PM,90,9,2,12.58,0
Paddle - lc_33_2M,148,2000,2/28/2021 8:37:55 PM,10,1,2,5.25,0
Paddle - lc_33_2M,149,2000,2/28/2021 8:37:55 PM,110,11,1,4.89,0
Paddle - lc_33_2M,150,2000,2/28/2021 8:37:55 PM,10,1,1,1.08,0
Paddle - lc_33_2M,151,2000,2/28/2021 8:37:55 PM,80,8,1,4.47,0
Paddle - lc_33_2M,152,2000,2/28/2021 8:37:55 PM,110,11,3,12.97,0
Paddle - lc_33_2M,153,2000,2/28/2021 8:37:55 PM,160,16,1,14.45,0
Paddle - lc_33_2M,154,2000,2/28/2021 8:37:55 PM,90,9,1,11.45,0
Paddle - lc_33_2M,155,2000,2/28/2021 8:37:55 PM,20,2,0,3.79,0
Paddle - lc_33_2M,156,2000,2/28/2021 8:37:55 PM,40,4,1,5.55,0
Paddle - lc_33_2M,157,2000,2/28/2021 8:37:55 PM,10,1,0,1.08,0
Paddle - lc_33_2M,158,2000,2/28/2021 8:37:55 PM,40,4,4,10.5,0
Paddle - lc_33_2M,159,2000,2/28/2021 8:37:55 PM,10,1,0,2.11,0
Paddle - lc_33_2M,160,2000,2/28/2021 8:37:55 PM,150,15,4,18.14,0
Paddle - lc_33_2M,161,2000,2/28/2021 8:37:55 PM,10,1,2,4.67,0
Paddle - lc_33_2M,162,2000,2/28/2021 8:37:55 PM,180,18,2,28.47,0
Paddle - lc_33_2M,163,2000,2/28/2021 8:37:55 PM,80,8,2,6.7,0
Paddle - lc_33_2M,164,2000,2/28/2021 8:37:55 PM,20,2,1,3.99,0
Paddle - lc_33_2M,165,2000,2/28/2021 8:37:55 PM,80,8,3,7.92,0
Paddle - lc_33_2M,166,2000,2/28/2021 8:37:55 PM,30,3,5,6.46,0
Paddle - lc_33_2M,167,2000,2/28/2021 8:37:55 PM,110,11,2,13.67,0
Paddle - lc_33_2M,168,2000,2/28/2021 8:37:55 PM,170,17,2,19.1,0
Paddle - lc_33_2M,169,2000,2/28/2021 8:37:55 PM,10,1,0,1.78,0
Paddle - lc_33_2M,170,2000,2/28/2021 8:37:55 PM,180,18,1,19.3,0
Paddle - lc_33_2M,171,2000,2/28/2021 8:37:55 PM,10,1,1,1.66,0
Paddle - lc_33_2M,172,2000,2/28/2021 8:37:55 PM,10,1,1,0.82,0
Paddle - lc_33_2M,173,2000,2/28/2021 8:37:55 PM,140,14,2,13.33,0
Paddle - lc_33_2M,174,2000,2/28/2021 8:37:55 PM,70,7,2,6.07,0
Paddle - lc_33_2M,175,2000,2/28/2021 8:37:55 PM,160,16,2,17.2,0
Paddle - lc_33_2M,176,2000,2/28/2021 8:37:55 PM,10,1,1,2.88,0
Paddle - lc_33_2M,177,2000,2/28/2021 8:37:55 PM,100,10,4,9.78,0
Paddle - lc_33_2M,178,2000,2/28/2021 8:37:55 PM,70,7,1,3.65,0
Paddle - lc_33_2M,179,2000,2/28/2021 8:37:55 PM,10,1,0,1.06,0
Paddle - lc_33_2M,180,2000,2/28/2021 8:37:55 PM,10,1,1,1.4,0
Paddle - lc_33_2M,181,2000,2/28/2021 8:37:55 PM,100,10,0,4.79,0
Paddle - lc_33_2M,182,2000,2/28/2021 8:37:55 PM,20,2,1,4.21,0
Paddle - lc_33_2M,183,2000,2/28/2021 8:37:55 PM,110,11,0,6.6,0
Paddle - lc_33_2M,184,2000,2/28/2021 8:37:55 PM,20,2,1,3.17,0
Paddle - lc_33_2M,185,2000,2/28/2021 8:37:55 PM,10,1,0,0.44,0
Paddle - lc_33_2M,186,2000,2/28/2021 8:37:55 PM,100,10,2,15.91,0
Paddle - lc_33_2M,187,2000,2/28/2021 8:37:55 PM,90,9,2,7.43,0
Paddle - lc_33_2M,188,2000,2/28/2021 8:37:55 PM,100,10,1,6.48,0
Paddle - lc_33_2M,189,2000,2/28/2021 8:37:55 PM,30,3,2,3.35,0
Paddle - lc_33_2M,190,2000,2/28/2021 8:37:55 PM,180,18,4,20.03,0
Paddle - lc_33_2M,191,2000,2/28/2021 8:37:55 PM,100,10,2,6.3,0
Paddle - lc_33_2M,192,2000,2/28/2021 8:37:55 PM,110,11,2,7.68,0
Paddle - lc_33_2M,193,2000,2/28/2021 8:37:55 PM,70,7,1,9,0
Paddle - lc_33_2M,194,2000,2/28/2021 8:37:55 PM,10,1,0,3.21,0
Paddle - lc_33_2M,195,2000,2/28/2021 8:37:55 PM,20,2,1,3.49,0
Paddle - lc_33_2M,196,2000,2/28/2021 8:37:55 PM,10,1,38,58.64,0
Paddle - lc_33_2M,197,2000,2/28/2021 8:37:55 PM,130,13,2,15.11,0
Paddle - lc_33_2M,198,2000,2/28/2021 8:37:55 PM,30,3,3,7.56,0
Paddle - lc_33_2M,199,2000,2/28/2021 8:37:55 PM,20,2,2,2.98,0
Paddle - lc_33_2M,200,2000,2/28/2021 8:37:55 PM,70,7,4,14.79,0
Paddle - lc_33_2M,201,2000,2/28/2021 8:37:55 PM,180,18,1,35.73,0
Paddle - lc_33_2M,202,2000,2/28/2021 8:37:55 PM,20,2,1,3.75,0
Paddle - lc_33_2M,203,2000,2/28/2021 8:37:55 PM,60,6,0,3.57,0
Paddle - lc_33_2M,204,2000,2/28/2021 8:37:55 PM,200,20,5,24.27,0
Paddle - lc_33_2M,205,2000,2/28/2021 8:37:55 PM,10,1,1,1.56,0
Paddle - lc_33_2M,206,2000,2/28/2021 8:37:55 PM,70,7,2,4.21,0
Paddle - lc_33_2M,207,2000,2/28/2021 8:37:55 PM,70,7,5,8.22,0
Paddle - lc_33_2M,208,2000,2/28/2021 8:37:55 PM,10,1,3,4.83,0
Paddle - lc_33_2M,209,2000,2/28/2021 8:37:55 PM,140,14,1,13.09,0
Paddle - lc_33_2M,210,2000,2/28/2021 8:37:55 PM,30,3,3,6.24,0
Paddle - lc_33_2M,211,2000,2/28/2021 8:37:55 PM,10,1,1,3.89,0
Paddle - lc_33_2M,212,2000,2/28/2021 8:37:55 PM,120,12,1,12.95,0
Paddle - lc_33_2M,213,2000,2/28/2021 8:37:55 PM,20,2,2,3.19,0
Paddle - lc_33_2M,214,2000,2/28/2021 8:37:55 PM,20,2,1,2.72,0
Paddle - lc_33_2M,215,2000,2/28/2021 8:37:55 PM,180,18,4,8.82,0
Paddle - lc_33_2M,216,2000,2/28/2021 8:37:55 PM,210,21,3,20.75,1
Paddle - lc_33_2M,217,2000,2/28/2021 8:37:55 PM,90,9,1,12.81,0
Paddle - lc_33_2M,218,2000,2/28/2021 8:37:55 PM,30,3,1,5.67,0
Paddle - lc_33_2M,219,2000,2/28/2021 8:37:55 PM,190,19,2,36.67,0
Paddle - lc_33_2M,220,2000,2/28/2021 8:37:55 PM,60,6,4,13.93,0
Paddle - lc_33_2M,221,2000,2/28/2021 8:37:55 PM,180,18,3,29.25,0
Paddle - lc_33_2M,222,2000,2/28/2021 8:37:55 PM,20,2,1,3.65,0
Paddle - lc_33_2M,223,2000,2/28/2021 8:37:55 PM,20,2,1,3.81,0
Paddle - lc_33_2M,224,2000,2/28/2021 8:37:55 PM,140,14,1,7.58,0
Paddle - lc_33_2M,225,2000,2/28/2021 8:37:55 PM,110,11,1,7.32,0
Paddle - lc_33_2M,226,2000,2/28/2021 8:37:55 PM,40,4,2,5.79,0
Paddle - lc_33_2M,227,2000,2/28/2021 8:37:55 PM,180,18,4,39.99,0
Paddle - lc_33_2M,228,2000,2/28/2021 8:37:55 PM,0,0,24,40.61,0
Paddle - lc_33_2M,229,2000,2/28/2021 8:37:55 PM,30,3,4,7.38,0
Paddle - lc_33_2M,230,2000,2/28/2021 8:37:55 PM,30,3,3,7.3,0
Paddle - lc_33_2M,231,2000,2/28/2021 8:37:55 PM,30,3,1,4.11,0
Paddle - lc_33_2M,232,2000,2/28/2021 8:37:55 PM,20,2,1,2.52,0
Paddle - lc_33_2M,233,2000,2/28/2021 8:37:55 PM,20,2,2,2.8,0
Paddle - lc_33_2M,234,2000,2/28/2021 8:37:55 PM,120,12,9,23.76,0
Paddle - lc_33_2M,235,2000,2/28/2021 8:37:55 PM,70,7,2,8.62,0
Paddle - lc_33_2M,236,2000,2/28/2021 8:37:55 PM,100,10,3,11.44,0
Paddle - lc_33_2M,237,2000,2/28/2021 8:37:55 PM,150,15,1,11.37,0
Paddle - lc_33_2M,238,2000,2/28/2021 8:37:55 PM,130,13,1,15.17,0
Paddle - lc_33_2M,239,2000,2/28/2021 8:37:55 PM,110,11,0,7.05,0
Paddle - lc_33_2M,240,2000,2/28/2021 8:37:55 PM,40,4,1,2.86,0
Paddle - lc_33_2M,241,2000,2/28/2021 8:37:55 PM,10,1,3,5.25,0
Paddle - lc_33_2M,242,2000,2/28/2021 8:37:55 PM,20,2,1,2.21,0
